	RestaurantID	Name	address	Checkins	Reviews	Recommended	Rating	range	
19	Yar8jR2a1XA2JuRKfmNDcw	Palms Restaurant	3502 West Greenway Rd	5.0	3	Must Visit!	5.0	5.0	
20	qVQGfHphxolps16v6g5X-g	Belfiore's Italian Ristorante	15842 N Cave Creek Rd	130.0	67	At your own risk	3.4	3.0	
21	Q9zcPQit3OMWoNRLLK7MQg	Chick-fil-A	7000 E Mayo Blvd	548.0	75	Worth Visiting	3.7	4.0	
22	TolwZ3L28or4E8SVTZUf6Q	Spinato's Pizza	1219 E Glendale Ave, Ste 14	487.0	157	Must Visit!	4.2	4.0	
23	3w66rzZq_rjA1kSmVt5Hew	Subway	3230 E Union Hills Dr, Ste B-125, Union Centre Shoppes	8.0	6	At your own risk	3.5	4.0	
24	Ld2hhA3q3cdkptwS1fsYEg	Yogi's Grill	2450 W Happy Valley Rd	303.0	80	Worth Visiting	4.0	4.0	
25	r0byBoB7y_IH8uicEvyCqQ	Rack Shack BBQ	1019 E Indian School Rd	2.0	5	Its your say finally!	3.0	3.0	
26	BVYvfJiVcQTl9B311z518w	Peter Piper Pizza	3403 N 7th Ave	105.0	27	At your own risk	3.4	3.0	
27	aRRV_ZbRiD65SIi7vAY-iA	Zest of India	3202 E Greenway Rd, Ste 1617	1.0	3	Its your say finally!	1.0	1.0	
28	yX0pOWG_Be9TjGnm0aihVA	Modern  Grove	15530 N Tatum Blvd, Ste 160	507.0	327	Must Visit!	2.9	3.0	
29	WaTXG26xbOGffSscvyr-wQ	Spasso Pizza & Mozzarella Bar	4743 N 20th St, Ste A22A	93.0	38	At your own risk	3.5	4.0	
30	ahfAFuFHO9tfFkoBIkVdmg	Zabari Mediterranean Grill	3831 E Thunderbird Rd, Ste 3	86.0	95	Must Visit!	4.5	5.0	
31	kplbTXzOaUJqP2BwanoYjw	Dino's Ristorante	15842 N Cave Creek Rd	38.0	38	Worth Visiting	4.4	4.0	
32	UrX0UEejKhHzk158VxlQzA	Arizona Polish Festival	2828 W Country Gables Dr	6.0	8	Worth Visiting	4.0	4.0	
33	gKqzpzg2MmINROrgWqalOg	Bill Johnsons Big Apple	16810 N 19th Ave	80.0	52	Its your say finally!	2.7	3.0	
34	NihPkBRdA1AixuE_98tIrg	Port of Subs	635 E Indian School Rd, Ste 102	62.0	31	At your own risk	3.1	3.0	
35	RQdKieW9hqg898d_S2WwRA	Yogis Grill	1645 E Camelback	418.0	87	Worth Visiting	3.4	3.0	
36	cTJjTKz2huGZ-ElScC2pSw	Windsor	5223 N Central Ave	6087.0	977	Jewel of a place!	4.2	4.0	
37	Q47FjaMLjI3v6yo-PHIebQ	Cafe Roma	110 N Central Ave	7.0	5	At your own risk	3.2	3.0	
38	tylsscXmLq03-DzGI36bIA	Squaw Peak Cafe	2333 E Thomas Rd	17.0	6	At your own risk	3.2	3.0	
39	L7os7OGSQ2_evJRLvQg9dw	Wendy's	2346 E McDowell Rd	81.0	11	At your own risk	3.6	4.0	
40	Lvr6DdVkFI8IMGfRvUcXQA	Little Caesars Pizza	4340 W McDowell Rd, Ste 6	6.0	3	Its your say finally!	1.0	1.0	
41	tvlHgHfBsmmNFbnFE06sgA	Sonic Drive-In	1537 W Camelback Rd	16.0	7	Worth Visiting	4.1	4.0	
42	Lqp3uwGJU6CHyys-eerMmQ	La Tolteca Mexican Foods	1205 E Van Buren St	443.0	153	Must Visit!	4.0	4.0	
43	Lv2V5KqRlCl7_S6LKWkGlg	Devil's Greens	206 E Taylor St	18.0	9	At your own risk	3.2	3.0	
44	cOWXtCz7F9GQhPIks8gm6Q	SOLO Trattoria	2501 E Camelback Rd, Ste 24	1620.0	268	Jewel of a place!	4.3	4.0	
45	7m1Oa1VYV98UUuo_6i0EZg	Paradise Valley Burger Company	4001 E Bell Rd	2052.0	1019	Jewel of a place!	4.4	4.0	
46	LcYrqMhUO_TITSXFk_SjJA	Sweet Tomatoes	21001 North Tatum Blvd., #93	909.0	115	Worth Visiting	3.5	3.0	
47	iGvnkEz2efD9q-Z7ZcasWQ	Papa John's Pizza	2836 E Indian School Rd	18.0	8	Its your say finally!	1.4	1.0	
48	-voRkfS42YKYsrJ9DV0FxQ	Panda Express	2434 E Baseline Rd, Ste 101	141.0	28	Its your say finally!	2.5	2.0	
49	ZVtjS8Hvq2a6SxHxlehPGg	L'Amore Italian Restaurant	3159 E Lincoln Dr	228.0	159	Must Visit!	4.4	4.0	
50	sfGYIlU3ji6V3c0aWyny5A	Lim's Chinese Restaurant	7532 W Indian School Rd	42.0	12	Worth Visiting	4.2	4.0	
51	piHJq_NDrOh5SYk3AyQVOg	Chestnut Fine Foods & Provisions	4350 E Camelback Rd, Bldg I-100	141.0	238	Must Visit!	3.2	3.0	
52	GmLkyWb_zYrTEp1SpWxHIA	Julia Baker Confections	Biltmore Fashion Park, 2502 E Camelback, Ste 130	142.0	71	Must Visit!	4.6	5.0	
53	4NfjvMzUG5rbkxtPg-8pkw	Panda Express	7000 16th St, Ste 100	143.0	26	Its your say finally!	2.3	2.0	
54	nwHd2MbIGz0SNG8GpFjekw	Los Taquitos	7000 N 16th St	1285.0	334	Jewel of a place!	4.2	4.0	
55	YWjfWHizWgHSsAPGfQChXw	Sonic Drive-In	4740 Baseline Rd	131.0	23	Its your say finally!	2.1	2.0	
56	qgHx71_UAWHRySTPMaAJqw	Canyon 49 Grill	5115 N 27th Ave	45.0	53	At your own risk	3.0	3.0	
57	m8qJtl3l6QXJMnNxN6LQRQ	Jennifer's Catering & Events	3603 E Indian School Rd, Ste A	9.0	9	At your own risk	3.7	4.0	
58	9VEJkUd0eHIlKmCu0flvBw	Papa John's Pizza	5602 S Central Ave	2.0	7	At your own risk	3.3	3.0	
59	STmoasVuj_h-XYqqPEoxTg	Domino's Pizza	7606 W Indian School Rd	1.0	12	Its your say finally!	1.3	1.0	
60	T-KniGykrZ46ZC9plOTspw	PHX Burrito House	4140 N 7th Ave	1306.0	460	Jewel of a place!	4.4	4.0	
61	9y1uLUHxZ3m_4KzydQj9YQ	Wingstop	4041 E Thomas Rd	164.0	30	At your own risk	3.0	3.0	
62	FTdEGDDVRrDmVbzHmC91wQ	Kneaders Bakery & Cafe	1150 E Bell Rd	50.0	60	Worth Visiting	4.0	4.0	
63	xsFeeqZS6PoVvwseEefzEw	PastaBAR	705 N 1st St	9.0	113	Worth Visiting	3.4	3.0	
64	XAt9Km4EIM6EE7LXwfB2Vg	Carl's Jr 7091	2343 E Bell Rd	71.0	11	Its your say finally!	2.8	3.0	
65	-LVpf-mKjrWT51JgCY3gRQ	McAlister's Deli	12847 N Tatum Blvd	1032.0	105	Must Visit!	4.0	4.0	
66	3l5TusofKjr8rk6-DDtuoQ	Rotana	830 E Greenway Pkwy	95.0	130	Worth Visiting	3.6	4.0	
67	83cVpTJNyzv9lJ20vzBgdg	Pizza on 40th	3937 E Indian School Rd	131.0	80	Worth Visiting	4.0	4.0	
68	aIZQF2UCLv6ru-zsPK4H2Q	Texas BBQ House	5037 S 24th St	1688.0	349	Jewel of a place!	4.4	4.0	
69	2ADoawEfSAZpnQSwVEo5Ig	Sonic Drive-In	17238 N 19th Ave	80.0	15	Its your say finally!	2.1	2.0	
70	ZDdEtIFhLsoydDvB8joYrA	Lucky's Pizza	3130 E Union Hills Dr	2.0	6	At your own risk	3.3	3.0	
71	jFVcpqn1Q85AEDGQDv91mg	Ya Hala!	2301 E Bell Rd	12.0	17	Worth Visiting	4.2	4.0	
72	sgyc0SN3pWJWTYc9w-PVmQ	Panda Gourmet	9020 N 19th Ave	12.0	5	At your own risk	3.6	4.0	
73	p9uc6E8UR9Y3Bftj8g5AZA	McDonald's	3434 W Union Hills Dr	16.0	12	Its your say finally!	1.8	2.0	
74	4c1IWqXjJxcdV9Y91xsJNQ	Dairy Queen	5217 S Central Ave	14.0	5	At your own risk	3.6	4.0	
75	lf-knzhWrrzumHIEoBntxg	Pho 35	3515 W Northern Ave	29.0	12	At your own risk	3.7	4.0	
76	04Iq42i8lm50Lvdj1j3DCQ	Gretalian	5341 N 7th Ave	4.0	4	At your own risk	3.2	3.0	
77	5l8S70308R_Osh3hm2zj3Q	Hot Bagels and Deli	34640 N Valley Pkwy	473.0	132	Must Visit!	4.2	4.0	
78	pxv5jBUOgsg6Rf6Z88e4mg	The Attic Ale House	4247 E Indian School Rd	1888.0	337	Jewel of a place!	4.1	4.0	
79	fbUKZMGNdzQbb3zksGlQXg	Down South Restaurant	124 S 24th St	10.0	9	Its your say finally!	3.0	3.0	
80	KZ9v7M1A5t6OMDghR64_5g	12 East Cafe	1153 E Jefferson St	12.0	8	At your own risk	3.2	3.0	
81	sU1sSEOHvd4ex72miOKMEQ	Blimpie	2303 N 44th St, Ste 16	73.0	25	At your own risk	3.6	4.0	
82	a_E-rLe2zcyX-X4FKhWWRg	Tacos Maricos Sinaloa	2802 W McDowell Rd	30.0	8	Its your say finally!	2.5	2.0	
83	cJjUslSTMtUU2lG8BKCX6A	Filibertos Mexican Food	1322 E Chandler Blvd	2.0	4	Its your say finally!	2.0	2.0	
84	01cFftHZc98jNJfJrLEJ5g	Hookmeup Gourmet Sandwiches	15425 S 48th St, Ste 116	294.0	148	Must Visit!	4.3	4.0	
85	iUbDIvZ0FuATXmnCkk0KeQ	Mariscos Ensenada 7	4212 W Cactus Rd	9.0	6	At your own risk	3.2	3.0	
86	opKWjqkJH2_cq_9t3r1RSw	Quiznos	21043 N Cave Creek Rd, Ste A2	56.0	18	At your own risk	3.0	3.0	
87	rZy_R2plYStLFyZR92WNZw	China Star Super Buffet	3507 W Dunlap Ave	8.0	7	Its your say finally!	2.9	3.0	
88	jG46RAFm2kWshUIZ4HoJtg	Tadka Sizzles	4030 E Bell Rd, Ste 101	15.0	11	At your own risk	3.2	3.0	
89	wMCpQoNfwX3B3KfJUfdwAg	Taco Bell	1220 North 51st Ave	28.0	3	Worth Visiting	4.3	4.0	
90	EwldVuxL-KJaIxxi2FApNw	Arby's	2220 W Deer Valley Rd	188.0	18	At your own risk	3.1	3.0	
91	-Ma5JqzuI_3xIAtpNJfQ2g	Krachai Thai Kitchen	3361 W Greenway Rd	276.0	170	Must Visit!	4.2	4.0	
92	Ysd8pj0sZpfPq0xNQd8fXA	Filiberto's Mexican Food	209 N. 24th St	17.0	9	Its your say finally!	2.6	3.0	
93	Qb1tuREKTsyVKO6DiDQXgg	Mi Familia Mexican Food	25155 N 67th Ave, Ste 138	332.0	126	At your own risk	3.0	3.0	
94	edskUGX_9FHCFnDG2ETKIw	Bourbon Jacks	7000 E Mayo Blvd, Bldg 5	238.0	167	Worth Visiting	3.5	3.0	
95	bbMJNMWjd7n2ztcE79ZwfQ	The Blue Moon	2911 E Van Buren St	20.0	3	Its your say finally!	1.7	2.0	
96	BZhmsHFyyj_mKkBdPvIgAw	Port of Subs	4645 E Broadway, Ste 101	73.0	20	At your own risk	3.5	3.0	
97	XWafv9_J7TUOO4PbEcIFJA	Ramiro's Mexican Food	1618 W Bell Rd	39.0	25	Worth Visiting	3.9	4.0	
98	w3-INmhtrrRQUTsNUshyDw	Charleys Grilled Subs	9617 Metro Pkwy W, Ste MM06	14.0	5	Worth Visiting	4.0	4.0	
99	vHJel2jZ5ojlXqIEOETJHw	McDonald's	2305 W Bethany Home Rd	94.0	14	Its your say finally!	2.5	2.0	
100	ocXPQsWEpC0KF6tZezEBpA	Hal O Penos	3515 W Northern Ave	25.0	14	At your own risk	3.3	3.0	
101	N6TlJ00AYkwb5P4sOiR3Xw	Pete's Fish & Chips	2628 W Van Buren St	112.0	41	At your own risk	3.0	3.0	
102	Gf-LNRph_6DML9SB7nkjtw	Off Da Hook Soul Food	1804 W Glendale Ave	110.0	96	Worth Visiting	3.6	4.0	
103	eVNio5bnzrLPuebbgnKVzw	Einstein Bros Bagels	4304 W Bell Rd, Ste B	312.0	31	Its your say finally!	2.7	3.0	
104	mJHoOJH10A-cjtRdQCV6ow	Sacred Hogan Navajo Frybread	842 E Indian School Rd	117.0	64	At your own risk	3.4	3.0	
105	UmfpoTxp4QdgQvswf8YxXw	El Caprichoso Hot Dogs Estilo Sonora	2826 N 35th Ave	31.0	14	Must Visit!	4.9	5.0	
106	B198jEItQSF7xQhRADUW6Q	Taco Bell	2601 North 44th Street	214.0	18	At your own risk	3.1	3.0	
107	QnZ7YUoAJNP99oFkS9IpXw	Pizza by Napoli	3425 W Thunderbird Rd	439.0	115	Must Visit!	4.1	4.0	
108	aL6HK8EBNMPUWm3zi8xtew	Jack in the Box	8951 N 19th Ave	33.0	9	Its your say finally!	2.1	2.0	
109	AS0DHJWaQTw2C6M1u6nuuA	Subway	6150 S 35th Ave	41.0	8	Its your say finally!	2.5	2.0	
110	sByhyN_S2FgNnPl5pqY0Ow	Pizza Mia	6005 N 43rd Ave	46.0	52	Worth Visiting	4.0	4.0	
111	8jHr3atzErzItizENMkpzQ	Burger King	1375 E Bell Rd	3.0	9	Its your say finally!	2.0	2.0	
112	jaoIDcqPZVXwwSPXFRSC-Q	Ncounter	888 N 1st Ave, Ste 114	56.0	40	Worth Visiting	4.1	4.0	
113	f1aiuS43bRV1sqGTMlLRWQ	Mr Scrib's Pizza	25155 N 67th Ave, Ste A-134	10.0	9	At your own risk	3.6	4.0	
114	OaCjJLSklg-YJ_WEqgCqRw	Q2 Cafe	3345 W Greenway Rd	7.0	4	Worth Visiting	4.0	4.0	
115	xJ7UfCqbWHRB4vaIiy5PEw	Huss Brewing Co. Uptown Taproom	100 East Camelback Rd, Ste 160	159.0	44	Worth Visiting	4.2	4.0	
116	q-3Q3t3RS4qiW51fDIEvyQ	New China Super Buffet	601 W Bell Rd	149.0	88	At your own risk	2.6	3.0	
117	BzChPcJYsg1guEhyDMgVxg	Osaka Japan	4568 E Cactus Rd	27.0	10	At your own risk	3.3	3.0	
118	teo01Ceud4v4BcaJcJ_67A	Costco	4570 E Cactus Rd	2991.0	75	Worth Visiting	3.9	4.0	
119	GLVahCssTKPBY_06LzUGQA	Rainbow Donuts Cafe and Deli	3831 E Thunderbird Rd, Ste 1	320.0	124	Must Visit!	4.6	5.0	
120	FUfhU3aUnzTycLjRvImZBg	Paradise Bakery & Cafe	3800 E Sky Harbor Blvd	822.0	81	At your own risk	3.2	3.0	
121	8F9C5vhDlYphBWELUgLkvQ	Famous Ray's Pizza	2501 W Happy Valley Rd	200.0	71	At your own risk	3.3	3.0	
122	ftz3D_j4h_bEKcqwr9hEpg	Subway	7510 W Thomas Rd	5.0	8	Its your say finally!	3.0	3.0	
123	UW0ZvqEj7laMZVHjcwwc1w	Big Dawgs	401 E Jefferson St	41.0	6	Its your say finally!	2.7	3.0	
124	H9ZYzsVPmjeV7lnQYx0MGg	Country Boys Restaurants	2330 W Camelback Rd	120.0	42	At your own risk	3.4	3.0	
125	0U0odWV4aGw2k-bIUKhO2w	Ewn's 2	2010 E Broadway Rd	10.0	18	Worth Visiting	3.9	4.0	
126	sLKpRaFns5Uqw1IEzK6obA	Z's Greek	4026 E Indian School Rd	1927.0	376	Jewel of a place!	4.4	4.0	
127	6UjC8B-WvhsuiTrIeVqHnA	Subway	35 W Jefferson St, Ste K, Luhrs City Ctr	26.0	3	Its your say finally!	2.7	3.0	
128	ZOpiqtjJlcC8-VctNHE8xg	The Original Rainbow Donuts	15834 N Cave Creek Rd	374.0	89	Must Visit!	4.5	4.0	
129	5OZS7Sz7oX6XBL7KZE0G1Q	Jasmine Thai Cuisine	507 W Thomas Rd	145.0	87	Worth Visiting	3.6	4.0	
130	I_WWH2vYccjz-QxW3u1zJA	Hibachi Grill & Supreme Buffet	2929 N 75th Ave	63.0	56	At your own risk	3.2	3.0	
131	N8uKQ5Vdb1LAh-qXT_25Rg	Lou Malnati's Pizzeria	100 E Camelback Rd, Ste 152	1411.0	792	Jewel of a place!	4.0	4.0	
132	pEFO_hU3DNA61XnIpVGkJQ	Vincent's	4905 E Ray Rd, Ste 104	166.0	87	Worth Visiting	3.4	3.0	
133	mDiFWhywAziq9SKnj6am_Q	Ziggys IL Posto	9832 N 7th St, Ste 4	280.0	162	Must Visit!	3.8	4.0	
134	aBmuthrQ7yP8cnbgkxU5Ug	24th Street Pizza & Gyros	3405 N 24th St	18.0	60	At your own risk	3.1	3.0	
135	Gkhi0IkGAIls6YgXBSdZqQ	El Amigo Mexican Food	10639 N 19th Ave	22.0	9	Worth Visiting	4.1	4.0	
136	lZ5rd3YxWTcCPJi45hvw7w	Chili's	3039 W Agua Fria Fwy	103.0	57	At your own risk	2.9	3.0	
137	tIOjJWfu4Dqz-FIzXHRvCg	Salad and Go	719 E Bethany Home Rd	102.0	63	Must Visit!	4.3	4.0	
138	bP2TCP9CFqIdM0fCsqxHow	Jack In the Box	6120 S 35th Ave	19.0	4	Its your say finally!	2.8	3.0	
139	ux6FCssPmLx5LrWzTHvxWg	Paradise Bakery & Cafe	3400 E Sky Harbor Blvd	503.0	109	Worth Visiting	3.2	3.0	
140	bX0xK2LM1Yz1Gbv0BGlIPA	Louisiana Fried Chicken	2070 E Baseline Rd, Ste 110	82.0	31	Worth Visiting	3.8	4.0	
141	8Zqh2jwtncA3N4fWEMTvZQ	Scramble A Breakfast Joint	9832 N 7th St, Ste 1	3160.0	735	Jewel of a place!	4.1	4.0	
142	VEM9ddboePvhvucd3jAbVQ	McDonald's	4430 E Thomas Rd	277.0	23	Its your say finally!	2.3	2.0	
143	S6TMBqrsi4PLRFoQFPScjQ	Green New American Vegetarian	2022 N 7th St	2722.0	693	Jewel of a place!	4.3	4.0	
144	9o8HYFPMcoBFCXdsS0AvEg	Boomer's Sweet Home Chicago	2755 N 91st Ave, Ste 150	2.0	8	Worth Visiting	4.0	4.0	
145	SuwhEmo9wE4Tis4i3Sg4Kw	Starbucks	21001 N Tatum Blvd, Ste 36-1190	49.0	4	At your own risk	3.2	3.0	
146	kP2wC0luve3mT5fcdrA3nQ	China Village	2710 E Indian School Rd	491.0	168	Must Visit!	4.0	4.0	
147	3nEtb-rn9yW0ocC90geMKg	Stacy's Smoke Dem Bones Pit Stop BBQ	1650 E Indian School Rd	37.0	18	Its your say finally!	2.6	3.0	
148	KtByU3UDMR19himevLdzqg	Treehouse Bakery	1348 W Roosevelt St	265.0	161	Must Visit!	4.7	5.0	
149	_MI20v3QRDrCVXgpzje-Ag	City Square Deli & Grill	22601 N 19th Ave, Ste 121	72.0	83	Must Visit!	4.9	5.0	
150	NpozCEWra9PkYtxCtCPr6Q	Cheuvront Restaurant & Wine Bar	3400 E Sky Harbor Blvd	9.0	3	Its your say finally!	2.3	2.0	
151	uyaBt65Vk_GhSm7dNSzfkA	Durango Grill	3341 W Durango St	18.0	3	Worth Visiting	4.0	4.0	
152	EIb85lCA6HMzxdsacYtjGA	A Slice of Bella	4825 E Warner Rd	1.0	7	At your own risk	3.7	4.0	
153	6nbmlMVmbifIjrEEbCaA6w	Old Town Sarajevo	3411 W Northern Ave, Ste B	386.0	264	Jewel of a place!	4.4	4.0	
154	_VHOD-pcrAZFKNinI7GCUQ	Smashburger	950 E Bell Rd, Ste 130	23.0	14	At your own risk	3.7	4.0	
155	WwvSDgFkx3f0piozrdMxtQ	Ling and Louie's Kitchen	2502 E Camelback Rd	129.0	45	At your own risk	3.0	3.0	
156	1GoI8TV5ngDEqoTmDK6Iow	Ajo Al's Mexican Cafe	5101 N 16th Rd	703.0	152	Worth Visiting	3.5	4.0	
157	77FYW55qBiRAMZRxdIKApA	Little Caesars Pizza	8929 N Central Ave	26.0	8	Its your say finally!	2.9	3.0	
158	lsTDUrYbsLHrEEkwOEZanA	Panera Bread	375 E Bell Rd	89.0	60	Its your say finally!	2.2	2.0	
159	Kh8Ctqf7z4S6OJ9F7EsVpA	Carl's Jr	7610 W Thomas Rd	16.0	9	Its your say finally!	2.1	2.0	
160	3C5Z9homtzkWHouH2BHXYQ	Taco Guild	546 E Osborn Rd	2504.0	1092	Jewel of a place!	3.9	4.0	
161	FMOtcUcyMj4gaLiI6CdjVw	Tropical Smoothie Cafe	7000 E Mayo Blvd, Ste 1020	118.0	25	At your own risk	3.2	3.0	
162	yDIpp2a3J9b0sgUNsTgAhA	Mahon's Sandwich Shop	2020 N Central Ave	18.0	8	Worth Visiting	4.1	4.0	
163	cI7k9zqs_pl3byUDE4cpdA	Golden Phoenix Chinese Restaurant	6048 N 16th St	335.0	96	Worth Visiting	3.2	3.0	
164	2jx_SaBzvIdIwul4JoY9IA	China Restaurant	4709 E Southern Ave	113.0	44	Worth Visiting	3.7	4.0	
165	aYlZVqlqf8QRd9EW0iRC4w	Los Armandos	4732 E Thomas Rd	91.0	30	At your own risk	2.9	3.0	
166	hH8002bWtOFYtLgarFZBsg	First Watch - Breakfast, Brunch & Lunch	9645 N Black Canyon Hwy	854.0	294	Jewel of a place!	4.3	4.0	
167	HYBgmHPJSNVelYo6BfdHdQ	McDonald's	926 E Indian School Rd	54.0	16	Its your say finally!	1.9	2.0	
168	2a2E-Ev1TLw8PP_2auwuIg	Mad Chef Gastropub	3941 E Chandler Blvd	78.0	25	Its your say finally!	2.8	3.0	
169	xzlJ6hhfDSEF0d6ebSKRAg	Flyin' Hawaiian	808 St	3.0	3	Worth Visiting	4.7	5.0	
170	qQCsLGMncJp1xWUGnOKCQA	32 Shea	10626 N 32nd St	2546.0	597	Jewel of a place!	4.1	4.0	
171	xhXZYjdlV_f7eklYZs5vcQ	D'lite Healthy On The Go	3214 E Indian School Rd	29.0	25	Worth Visiting	4.0	4.0	
172	yyOuY5jf_O-BNtLGPnV0gw	Chester's Chicken	1201 N 59th Ave	20.0	4	Its your say finally!	1.5	2.0	
173	e2DH7QQssuGqwLltAI5pEg	Humphrey's Kitchen & Koffee	4742 N 24th St, Ste A-100	19.0	13	Worth Visiting	4.6	5.0	
174	DE_ctc1KSo7937A-kVBsEQ	Kneaders Bakery & Cafe	4126 E Indian School Rd	91.0	53	Worth Visiting	3.6	4.0	
175	7cK9uEV09iPmsTqOqmY3kQ	La Grande Orange Pizzeria	4410 N 40th St	3920.0	743	Jewel of a place!	4.3	4.0	
176	F6rZDgYtqfjs9sQC6bv81w	Gluten Free Creations Bakery	2940 E Thomas Rd	34.0	29	Worth Visiting	4.3	4.0	
177	JdSF_NucmJZcl1eNlNXZ0Q	Dora's Kitchen	2355 S 16th St	38.0	18	Worth Visiting	4.4	4.0	
178	fT6Uwl6abRQfiNgxre_qbg	Cherryblossom Noodle Cafe	914 E Camelback Rd	4032.0	946	Jewel of a place!	4.0	4.0	
179	hEnk2705PElURhKwgV4yaw	Shorty' Sliders & Steak Burgers	9025 N 43rd Ave	22.0	15	Its your say finally!	2.9	3.0	
180	t7qvPH0G30w6xX5Q4lf8Jw	Jimmy & Joe's Pizzeria	4747 E Elliot Rd	152.0	84	Worth Visiting	3.4	3.0	
181	h6neYN7OZVt9_ok2bAx6BA	Denny's	9030 N Black Canyon Hwy	184.0	44	Its your say finally!	2.4	2.0	
182	GWva6TXiI4ZYejGTx4gqiQ	The Compound Grill	7000 E Mayo Blvd, Ste 21	268.0	86	Worth Visiting	3.4	3.0	
183	833FaNxWNM_IZanawr1nFQ	Loi Nam Oriental Market	3838 N 19th Ave	22.0	4	Worth Visiting	4.2	4.0	
184	dk4Pp6kCZ-17Rf4A5n6dIQ	PHX Vegan Food Festival	100 E McDowell Rd	7.0	6	Its your say finally!	2.2	2.0	
185	uD7ninjOe7UxI_7-JVQ3dg	Jimmy Jack's Drive-In	2933 W Van Buren St	30.0	16	At your own risk	3.1	3.0	
186	UE3AvVnaPEBPneVahYT2eA	The White Chocolate Grill	7000 E Mayo Blvd	2230.0	835	Jewel of a place!	4.0	4.0	
187	0jDvRJS-z9zdMgOUXgr6rA	Sunfare	811 W Deer Valley Rd	22.0	27	Must Visit!	5.0	5.0	
188	B1jlDEUrVyPgR4vOMnaiKQ	12th Fairway Bar & Grill	4000 E Sky Harbor Blvd	182.0	22	Its your say finally!	1.8	2.0	
189	scKsrUZvS6Po4hk6Khm9bg	Opa! Souvlaki	4568 E Cactus Rd	13.0	9	At your own risk	3.4	3.0	
190	C14bjKs2rJhRDnKu7ZSSIg	Hibachi Grill & Supreme Buffet	620 W Osborn Rd	47.0	19	Its your say finally!	2.7	3.0	
191	HJEaoW2OUTeZuQcygYUpqQ	Los Mexican Friends	701 E Mohave St	13.0	10	Worth Visiting	4.2	4.0	
192	o6s39LHk5pxz9KM9ySgHjA	McDonald's	2430 E Baseline Rd	49.0	36	Its your say finally!	1.3	1.0	
193	YhdWKWt3sx6YgMIILfh_Xw	Sonic Drive-In	3411 W Union Hills Dr	80.0	15	At your own risk	3.3	3.0	
194	T30RkAqYAtljfapSghHA1Q	Garden Express	1825 W Buckeye Rd	8.0	4	Worth Visiting	4.0	4.0	
195	RhSi82sDhswGF3MyxCpkUg	Villa Italia Ristoranti	1219 E Glendale Ave	12.0	10	Worth Visiting	4.0	4.0	
196	47JJtwt6vhyYa5Z-mAFv7A	Urban Vine	2201 N 7th St	223.0	75	Worth Visiting	3.9	4.0	
