	RestaurantID	Name	address	Checkins	Reviews	Recommended	Rating	range	
21	xlUoy-OVO-EgZzfiHJk1Hg	Wendy's	8720 Rachel Freeman Way	5.0	12	Its your say finally!	2.0	2.0	
22	n5wZxYrle8ROuK-Saq-yyw	Luisa's Brick Oven	1730 Abbey Pl	141.0	93	Must Visit!	3.8	4.0	
23	QIcXq4Z3_2lvg9rmmoGF-A	Ruby Tuesday	8905 Red Oak Blvd	211.0	62	At your own risk	2.5	2.0	
24	wEhtqcfrhVbg4--3DNUSZw	Buffalo Wild Wings	9402 Northlake W Dr, Ste 103	197.0	81	At your own risk	2.3	2.0	
25	Y84fM25GsIWfS7E0dMIKDQ	Cedar Street Tavern	120 N Cedar St, Ste 755	217.0	62	Worth Visiting	3.5	4.0	
26	gU9_PUEdOOoBaSM49SRObg	Parry's Pizzeria & Bar	6851 Northlake Mall Dr	174.0	15	At your own risk	3.5	3.0	
27	kkvhQBT1Oh73sVSYZMXeDA	McDonald's	9505 South Blvd	58.0	8	Its your say finally!	1.2	1.0	
28	htUK5uwiYlKB4coz8-b1XQ	La Frontera	1925 Westinghouse Blvd	12.0	7	Worth Visiting	3.9	4.0	
29	npWIa3dIPEV1MTaZNq6AUA	Firebirds Wood Fired Grill	7716 Rea Rd	856.0	261	Jewel of a place!	4.0	4.0	
30	bxUtoCqGF9GbiPv5DbOs4g	Panera Bread	14835 Ballantyne Village Way	263.0	45	At your own risk	2.9	3.0	
31	lBf_TcBWS7XF-TA4qT8MgQ	The Wine Shop	14142 Rivergate Pkwy	531.0	117	Must Visit!	3.9	4.0	
32	SzaXTw4F1zk5qD3HVgUcfw	Food Lion	2526 Little Rock Rd	7.0	3	Its your say finally!	2.7	3.0	
33	KbLI0QELlAwbfDUVwo43DQ	Cajun Yard Dog	8036 Providence Rd, Ste 900	427.0	240	Jewel of a place!	4.0	4.0	
34	pK51NY3coNYqAyanojMtGA	Nolia Restaurant	366 N Caswell Rd	2.0	8	Worth Visiting	3.6	4.0	
35	mpEHqp7sbqylm6_GHdhlDg	Burger Company	200 A W Woodlawn Rd	35.0	8	Its your say finally!	2.5	2.0	
36	1BNWWBwUVxQYUK-IKXRdxA	Jersey Mike's Subs	2908 Oak Lake Blvd	51.0	23	Worth Visiting	3.9	4.0	
37	o2ddliVoWpPzRvXMqoshUA	The Chef	6023 Albemarle Rd	1.0	3	Its your say finally!	1.7	2.0	
38	RRTAFcRPmlLaYIDGDS7gPA	Wendy's	1801 Sardis Rd N	124.0	12	At your own risk	2.8	3.0	
39	-T0M3exc6tC6sw5LjtVdDQ	Silver Bullet Diner	6003 Albemarle Rd	9.0	12	At your own risk	3.3	3.0	
40	9Xm2GfG8Rnbb1_CmXyrm3g	Coaltrane's Char Grill	1518 Central Ave	14.0	19	Worth Visiting	3.5	4.0	
41	B60N0Fku2lkuQpTJ6t-E7Q	Mexi Cafe	1609 Elizabeth Ave	2.0	3	Worth Visiting	3.7	4.0	
42	GwAHQJP5bqBxPVPCS211KA	Akropolis Cafe	8500 University City Blvd	18.0	11	At your own risk	3.1	3.0	
43	8A_GP28T-gqf91qJRI-lDQ	Taco Bell	6424 Albemarle Rd	5.0	7	Its your say finally!	2.0	2.0	
44	ohjBWS_-x0Db1FeYluJuIw	Snoop's Grill	415 Hawthorne Ln	32.0	15	Worth Visiting	3.7	4.0	
45	wWKdUnwXDS91H09D_zC1SQ	Mai	6430 Sugar Creek Rd, Ste E	11.0	7	Worth Visiting	3.9	4.0	
46	hsbtcqamJjmL6ASCAWnQVw	Carmellas Pizza Grill	1513 Montford Dr	29.0	17	Worth Visiting	3.7	4.0	
47	170EB5mUxLCj-Tn_5t-_kw	Chin Garden	4420 The Plz, Ste D	4.0	3	Its your say finally!	2.3	2.0	
48	HrR_2-HUE6cqnoz1zMN9AQ	Pizzeria Omaggio	1055 Metropolitan Ave, Ste 130	263.0	147	Must Visit!	4.3	4.0	
49	gG2S0HPvInQDUKdCJmpfqA	Subway	718 W Trade St, Ste G	57.0	14	Its your say finally!	2.5	2.0	
50	Qsg-2Coum0ccbXuJWDwZqA	Dogwood Southern Table & Bar	4905 Ashley Park Ln, Ste D	529.0	221	Jewel of a place!	4.3	4.0	
51	6TcheR_XpQ7Hms87wMCa2Q	Phipps Bistro	5501 Josh Birmingham Pkwy	7.0	6	At your own risk	3.3	3.0	
52	f12Zv1B9crmSW58iyTR_mA	Midwood Smokehouse	12410 Johnston Rd	404.0	228	Jewel of a place!	3.9	4.0	
53	T6r1CjkbVHMsGpR2dlyXuQ	Sushiya Japan	8200 Providence Rd, Ste 500	115.0	76	Must Visit!	3.9	4.0	
54	B2S7o3tImoCPrDVvJikVpw	Red@28th	2424 N Davidson St, Ste 112A	158.0	52	Worth Visiting	3.2	3.0	
55	-aMC2Dy2rqHicz9HjmXimA	Mattie's Diner	915 Hamilton St	715.0	165	Must Visit!	3.8	4.0	
56	6Lqjhx0NloQWVwWdonh5lA	Brad's Brew	200 S College St, Ste 313	150.0	23	Its your say finally!	2.3	2.0	
57	bZOvRyJ0wTsZWgEvWoQ_eg	Bobs Carry Out Pileem Up	3422 Statesville Ave	14.0	5	Its your say finally!	2.6	3.0	
58	JTN1qe0UBT3T6zIWYcBtjg	Taco Bell	8425 Davis Lake Pkwy.	78.0	20	Its your say finally!	2.6	3.0	
59	Gck19imUtC4SF8Ff9w_HGg	Burger King	8903 S Tryon St	53.0	11	Its your say finally!	2.2	2.0	
60	QCSH3qx5smsDlESxVNwfEg	Which Wich	14318 Rivergate View Dr, Ste 100	94.0	23	Worth Visiting	3.8	4.0	
61	PdCxX1QJnlBkvnG9fFjWYg	Sunflour Baking Company	2001 E 7th St	749.0	231	Jewel of a place!	4.1	4.0	
62	VeFqptSzekFAc3FZOpi81Q	Alexander Michael's	401 W 9th St	810.0	313	Jewel of a place!	4.3	4.0	
63	chcfXvsOD44UBYgX118vZQ	Jamile's Cuisine International	4808 Central Ave	25.0	10	Worth Visiting	4.4	4.0	
64	b9caA3rPbseGPG1oycDiCA	Waffle House	2125 W Arrowood Rd	59.0	13	Its your say finally!	2.2	2.0	
65	ak0zg848hiMkT1hQwnIf0w	Koffee Kup Cafeteria	1520 W Blvd, Ste H	15.0	13	Worth Visiting	4.4	4.0	
66	iAD5r5vNOzc1AP6UA5yFiQ	Bella Fresco	8200 Providence Rd	347.0	125	Must Visit!	3.8	4.0	
67	xSs1Z1OrWC_KmhY0SPKJ1Q	Shiki Japanese Restaurant	1848 Galleria Blvd, Ste K	137.0	82	Worth Visiting	3.5	4.0	
68	ugGwVOx0MOIHFBLFV3oYUg	Golden Bakery	3145-B N Sharon Amity Rd	26.0	16	Must Visit!	4.7	5.0	
69	-WnpBf7pAJNNFdvhv2sE5g	Chuck's Grill	8001 Old Statesville Rd	7.0	47	Worth Visiting	4.1	4.0	
70	TdLKAcHRwAr6OYG8RP7iWg	Park Road Soda Shoppe	4121 Park Rd	62.0	24	Worth Visiting	3.8	4.0	
71	-UV2tt3gy57-5a29paA_4w	Sub One Hoagie House	516 N Graham St	54.0	41	Must Visit!	4.3	4.0	
72	uz8ISWdE0OSJBjArw4P4Og	Mellow Mushroom	255 W Martin Luther King Blvd	615.0	162	Must Visit!	3.2	3.0	
73	2e3v6CzSm1H2Z6d5l4w3Vg	Jaylas Gluten Free Cafe	1515 Mockingbird Ln, Ste 113	5.0	6	Must Visit!	4.8	5.0	
74	sN4x4DszRsD4LkV3HEm44g	BRAVO! Cucina Italiana	6851 North Lake Mall Dr	245.0	78	Worth Visiting	3.3	3.0	
75	wJnhUJCOYkncLPZAwaMffA	Room 112	112 S Tryon St	650.0	228	Jewel of a place!	3.7	4.0	
76	9k0kY4_NNu66MHYiruokjQ	Coffey Creek Cafe	1700 Center Park Dr	20.0	11	At your own risk	3.0	3.0	
77	XVDR44P_74FmA0ANanm4CQ	House of Pizza	3640 Central Ave	151.0	75	Worth Visiting	3.6	4.0	
78	fEUkduphNffvbS8tDQjw7A	Salsarita's Fresh Cantina	320 S Tryon St, Ste 100A	160.0	15	At your own risk	3.4	3.0	
79	vAgV7hgQF8IazGNRlNtDiw	Pizza Hut	7802A Fairview Rd	3.0	24	Its your say finally!	1.9	2.0	
80	x0Ec6gz07SBnWrBOQLisiA	Chopt Creative Salad Co.	4125 Park Rd	550.0	211	Jewel of a place!	4.1	4.0	
81	JzwewXUzR3c5ggTtEE5uMg	Extreme Pita	14825 Ballantyne Village Way, Ste 175	84.0	30	At your own risk	3.2	3.0	
82	9JNqGnvTjP_tb9KnswHpGg	How Do You Roll	200 S College St, Ste 312	17.0	6	Its your say finally!	2.3	2.0	
83	gh0zYY9hrmJHWsHhyUILsw	Fountain Pub & Grill	8129 Ardrey Kell Rd, Ste 105	18.0	7	Its your say finally!	2.1	2.0	
84	j3lG-ZqQXUQl-ImNcWHbVQ	Lin's Buffet	7010 Smith Corners Blvd	23.0	16	Its your say finally!	2.6	3.0	
85	sT-KHTgJtjX0T5kESFDuUQ	Hungry Howie's Pizza	1707 Sardis Rd N	80.0	16	At your own risk	3.1	3.0	
86	Axf_3mlM19ox-VjmN3KZYw	Sophia's Lounge	127 N Tryon St, Ste D	25.0	20	Worth Visiting	4.1	4.0	
87	QjL_QaEJGRfyBS2-wuowGA	KO Sushi	230 S Tryon St	221.0	96	Must Visit!	3.9	4.0	
88	hj_Cn3d8q_6nslXqs-5c2g	Helles & Dunkel	222 E Bland St	126.0	56	Worth Visiting	3.7	4.0	
89	ki5qgWUCuTpb9si0eJL1fQ	Taco Bell	8661 Jw Clay Blvd	97.0	28	At your own risk	2.9	3.0	
90	WlMegJTLkMdo6FO6Vfnq0Q	Sunset Soulfood	5009 Beatties Ford Rd, Ste 112	117.0	113	Must Visit!	3.7	4.0	
91	c4KXpCou6HBOgfKp2z2_hw	Terrace Restaurants	14815 Ballantyne Village Way, Ste 150	702.0	312	Jewel of a place!	3.7	4.0	
92	eE02dkQuSdlPu6OA83iLqg	McAlister's Deli	8046-D Providence Rd	60.0	9	Worth Visiting	3.8	4.0	
93	ie8F4cL15JQi8cZVY78xRA	Emzy Sushi Bar & Asian Kitchen	550 S Tryon St, Ste 160	274.0	108	Worth Visiting	3.0	3.0	
94	6ZvyA9xE0bKGanHOTjLioA	Smokey Bones Bar & Fire Grill	8760 JM Keynes Dr	80.0	27	Its your say finally!	2.4	2.0	
95	nv-w-aL2Jn9TRJAH0mMz1w	Salsarita's Fresh Mexican Grill	8400 Park Rd	105.0	20	At your own risk	3.3	3.0	
96	sAXy1yJRLllTm5WrJbJGAA	Del Frisco's Double Eagle Steak House	4725 Piedmont Row Dr, Ste 170	494.0	283	Jewel of a place!	4.1	4.0	
97	TC6P9n3noJLR8KpE-i2OyA	Jack in the Box	10525 Mallard Creek Rd	104.0	12	Its your say finally!	2.3	2.0	
98	H5aJsGJu8211pUms6otexg	Wendy's	9905 Northlake Mall Pkwy	29.0	9	Its your say finally!	2.2	2.0	
99	djPTbIprBXGqaV-D8eq77A	Phillips Seafood	5501 Josh Birmingham Pkwy	684.0	208	Worth Visiting	2.7	3.0	
100	jIyD5h_zVynrFx-yAko7Mg	McDonald's	5600 E Independence Blvd	6.0	3	Its your say finally!	2.7	3.0	
101	WNad3tggpPxD5JziPU-zEw	The Clock Restaurant	5421 South Blvd	2.0	4	At your own risk	2.8	3.0	
102	hd4DGQ3rZkg2lzw4x4D-5A	Boardwalk Billy's	1514 E Blvd	45.0	10	At your own risk	3.1	3.0	
103	PmYZ85Nt3-kKe6iqFkImTw	Little Big Burger	10012 Benfield Rd	22.0	23	Worth Visiting	3.8	4.0	
104	mikaCujT2MtuoGdUTkp-Ow	Vintage Wine Lounge	317 S Church St	45.0	13	Worth Visiting	3.6	4.0	
105	V6MWAv-xv4dgSUrDU1qxaA	Nothing But Noodles	7930 Rea Rd	335.0	79	Worth Visiting	3.5	3.0	
106	5T9g2sThvSXQ2CW6gtmmzA	Subway	9611 Brookdale Dr, Ste 300	3.0	6	Its your say finally!	2.2	2.0	
107	pZUS-Bgd02-YgskCS4mXoA	Indigo Cafe	1816-D Galleria Blvd	1.0	4	Worth Visiting	3.8	4.0	
108	ihUPg3T3ruEOtSyFrOFXnA	Freshii	4625 Piedmont Row Dr, Ste 115C	6.0	7	Worth Visiting	4.0	4.0	
109	gJttMZnv0Gy9OlLhNzPbQQ	LittleSpoon	2820 Selwyn Ave, Ste 180	251.0	231	Must Visit!	3.3	3.0	
110	dPWHFb_sDduzcJdOZSqR5Q	Wing King Cafe	13209 Carowinds Blvd, Ste a	347.0	143	Must Visit!	4.0	4.0	
111	_2trMwFsh5-IqqEcQ-OLVA	Mac's Speed Shop	2414 Sandy Porter Rd	975.0	245	Jewel of a place!	3.7	4.0	
112	UByM7N0mF-ylIGUuIWHCtA	Sullivan's Steakhouse	1928 South Blvd, Ste 200	561.0	218	Jewel of a place!	3.8	4.0	
113	yymNrvk1cioG5Bn5lWH2QQ	Wild Wing Cafe	210 E Trade St, Ste D262	525.0	129	At your own risk	2.4	2.0	
114	OYB1niC3P2qP8Jf0bigB7A	Chipotle Mexican Grill	2109 South Blvd	68.0	96	Worth Visiting	3.3	3.0	
115	UhdlNJz_ZNb-m3kF-YLSgw	Jersey Mike's Subs	9211-12 North Tryon St, Ste 12	67.0	21	At your own risk	3.1	3.0	
116	hlNM1xWuUymG5AVbFno3qw	Wendy's	5801 N Sharon Amity Rd	3.0	4	Its your say finally!	2.0	2.0	
117	3CG7oBD_k85M8jJ_JlhL-A	The Penguin Drive-In	1921 Commonwealth Ave	377.0	293	Must Visit!	3.2	3.0	
118	d0ofu934HpkhzIE-Z1xkQQ	Cafeccino	801 W Hill St	2.0	4	Worth Visiting	4.0	4.0	
119	suVeJNfzhTNwBYcngUHZjw	Mai Japanese Restaurant	7731 Colony Rd	58.0	17	At your own risk	3.1	3.0	
120	--KCl2FvVQpvjzmZSPyviA	Hungry Howie's Pizza	6426 W Sugar Creek Rd, Unit A	93.0	12	At your own risk	2.9	3.0	
121	jRxLnJ9my31Re_O2MvQGhw	The Tasty Bowl Subs N Such	2900 Westinghouse Blvd, Ste 116	67.0	53	Must Visit!	4.8	5.0	
122	vDcAGfBmpNz4xc_6qeKWpQ	Shuffletown Drive-In	10220 Rozzelles Ferry Rd	48.0	33	Worth Visiting	4.1	4.0	
123	M7xAYOvx8XQCn6y15rC9vg	Hubee D's	14126 Rivergate Pkwy, Ste 500	71.0	32	Worth Visiting	3.7	4.0	
124	B1kKm3sLtoRZGXeZTwKiAg	Bradshaw Social House	8440 Rea Rd	289.0	74	At your own risk	2.9	3.0	
125	6bFBYeXhFjFBtghEZPpPUA	Chicken King Restaurant	435 Bradford Dr	6.0	5	Its your say finally!	1.6	2.0	
126	5G0cEcOxAwoPOhGV_B5VlA	China Jade	5600 Albemarle Rd, Ste 800	5.0	11	Its your say finally!	2.4	2.0	
127	0P7NqE6gxHjwgmOpBMnY6A	Meskerem	601 S Kings Dr	153.0	99	Must Visit!	3.9	4.0	
128	rF5PLlOXehPg-Dy3FiJl8A	Domino's Pizza	1428 E 4th St	2.0	6	Its your say finally!	2.0	2.0	
129	sJpl9ufYT87UWhtW-5UkmQ	Fitzgerald's	201 E 5th St	655.0	139	Must Visit!	3.2	3.0	
130	JedOmSVVXavR76qH5KNR1Q	McDonald's	720 Meridian Ctr	2.0	6	Its your say finally!	2.3	2.0	
131	ThZdaQiCbu8mL8rbLNyrgA	Saffron Indian Cuisine	2135-B Ayrsley Town Blvd	255.0	169	Must Visit!	3.7	4.0	
132	XOXNnNjfDyxywTbG3DvKAQ	Pho An Hoa	4832 Central Ave	344.0	53	Worth Visiting	3.9	4.0	
133	YjPWt-V5oMkakdRWrALb8g	Honey Bun's Cafeteria	7323 E Independence Blvd	134.0	42	Worth Visiting	4.0	4.0	
134	7LYepFvXbmYO8o1RTQLSdA	Ted's Restaurant	8625 Monroe Rd	54.0	21	Worth Visiting	3.8	4.0	
135	UDTzKfDLCBKZO2zC9C9YSg	Firehouse Subs	9335 Center Lake Dr, Ste 130	89.0	12	At your own risk	3.5	4.0	
136	xYrZuRgqQLxZaUFgGrGNBA	Niko's Grill	4948 Airport Center Pkwy	59.0	15	Worth Visiting	3.5	4.0	
137	DWZ0-MtRSJJjHe9VV7yl5A	Las Lupitas	5210 N Tryon St	104.0	48	Must Visit!	4.7	5.0	
138	rVzosqfZxSLee9tV-WW6MA	Bruegger's Bagels	4327 Park Rd, Bldg 25	398.0	42	At your own risk	2.9	3.0	
139	PqIutNyDB0bBVrT4hPPRFw	Cluck 'N Cup	1422 Winnifred St	1.0	4	Must Visit!	4.8	5.0	
140	aO1gAp41n8w8zpxTiHdLNA	Mert's Heart & Soul	214 N College St	1461.0	770	Jewel of a place!	3.7	4.0	
141	pNijniOIhTZQBAb8RvnQ0g	Charlotte Cafe	8200 Providence Rd, Ste 700	36.0	32	At your own risk	2.7	3.0	
142	kONNUpwvIsgpooLoYVtfCw	At 7th Restaurant	321 N Caldwell St	27.0	24	At your own risk	3.1	3.0	
143	3kGgPRqWOtOdrUMSKKxnhg	Subway	3020 Prosperity Church Rd	104.0	13	Its your say finally!	2.5	3.0	
144	LhIpo0MrEqgDj5Ba_G9BcQ	Uptown Bar And Kitchen	537-599 S Mcdowell St	14.0	7	Its your say finally!	2.7	3.0	
145	eKWop65yuFRJtnevX7pTCw	Arooji's Wineroom Ristorante	720 Governor Morrison St	13.0	14	At your own risk	3.1	3.0	
146	AgHiM1XP3gLyM6-rZ2zxjA	Firenza Pizza Northlake	9821 Northlake Centre Pkwy, Ste L	58.0	47	Worth Visiting	3.3	3.0	
147	-WZODoBei3z9QyWOUkgCxA	Chickie & Pete's	14523 Carowinds Blvd	11.0	7	Its your say finally!	1.7	2.0	
148	JpxjQWZbmjWlgAeMSVNGBA	San Antonio's Modern Mexican	4331 Barclay Downs Dr	65.0	36	At your own risk	2.7	3.0	
149	3GY8CfKhEowAoTxmKBhQpA	Big Apple Deli	201 W Arrowood Rd, Ste C	32.0	16	Worth Visiting	3.9	4.0	
150	nzgmxdQWDQnsub2SwZH3aQ	Tilted Kilt Pub & Eatery	13230 Carowinds Blvd	182.0	73	At your own risk	2.9	3.0	
151	jy7EdhKbfEYUrAc8nh_Aeg	Encore Bistro & Bar	9824 Rea Rd	115.0	32	At your own risk	3.2	3.0	
152	S-V-belb3Gv7qrNVftLHwQ	Kabuto Japanese Steakhouse and Sushi Bar	446 Tyvola Rd	13.0	10	At your own risk	2.8	3.0	
153	_UCTo0560t8IyOq7TwJIUw	Gallery Restaurant	10000 Ballantyne Commons Pkwy	160.0	75	Worth Visiting	3.7	4.0	
154	P4sgzDqlbQ1Rjmb3yWE8tA	Salsarita's Ballantyne	14021 Conlan Cir	2.0	3	Worth Visiting	4.0	4.0	
155	H0GLxl_aBLVaeMNi-S0unQ	Jersey Mike's Subs	7309-21 E Independence Blvd	51.0	13	At your own risk	3.4	3.0	
156	nUerwdq4cj98wwt-5pP-ow	Las Palmas Columbian & Cuban Cuisine	5033 South Blvd, Ste G	37.0	17	At your own risk	3.2	3.0	
157	_-OBx0-ReIMrPOmaReB8-Q	The Corner Pub	335 N Graham St	158.0	34	Worth Visiting	4.0	4.0	
158	-xjyKKg8O8_LGngT9kHNZg	LC 21 Latin Fusion Bar & Bistro	1920 Sardis Rd N	12.0	19	At your own risk	2.9	3.0	
159	WPV0ucYjnb2HOrNxSopv6A	Hawthorne's NY Pizza & Bar	1701 E 7th St	631.0	167	Must Visit!	3.8	4.0	
160	KU7eFCdA47v6zeKF3a7j6A	New South Kitchen & Bar	8140 Providence Rd, Ste 300	261.0	153	Must Visit!	3.9	4.0	
161	Yc5_nA9NqqxOp8WCugF-Ng	500 Degrees New York Style Pizzeria	6037 South Blvd	212.0	142	Must Visit!	4.1	4.0	
162	0htWficVWZV20ATE8cs7YA	Pudina	4944 Parkway Plaza Blvd	6.0	14	Worth Visiting	3.9	4.0	
163	2DO-8SvPvx1rACloHiD9Mw	Lotus Cafe Chinese Cuisine	8610 Camfield St, Ste B	27.0	28	At your own risk	3.2	3.0	
164	GphWJgfK5nrLuBdOljrqKw	Fujo	301 S College St, Ste 100	310.0	125	Must Visit!	3.5	4.0	
165	FNUPQBjJ4meyyKZZXaQXgQ	El Tropico	4335 N Tryon St	3.0	3	At your own risk	3.3	3.0	
166	3bYHVaEMAS35PAinUdnDdw	Sbarro	5501 Josh Birmingham Pkwy	93.0	42	Its your say finally!	2.0	2.0	
167	VgeqvDJQaintYIh3Tl4j2A	Moe's Southwest Grill	9330 Center Lake Dr, Ste 100	126.0	33	At your own risk	2.8	3.0	
168	0Bwuk3390Kvhbup08nNbcQ	Wendy's	11640 Providence Rd	7.0	8	Its your say finally!	1.5	2.0	
169	9YnK_lZ7lInd81BURIk3Ew	Salsarita's Fresh Mexican Grill	9941 Rea Rd	91.0	26	At your own risk	3.1	3.0	
170	wlRFPldYNvhGJVFwRjGN_A	Tryon House Restaurant	130 Eastway Dr	18.0	5	At your own risk	3.6	4.0	
171	Ava9H-t4scVmP7u_onh7pg	Napa on Providence	110 Perrin Pl	421.0	185	Must Visit!	4.0	4.0	
172	oNQ6Q6IHh5GnLgllfM1dMQ	Catch On Seafood Market	1801 A Commonwealth Ave	28.0	37	Must Visit!	4.8	5.0	
173	NbrXg59fYR3MoeXdeAIQIQ	Pike's Old Fashioned Soda Shop	1930 Camden Rd	730.0	259	Jewel of a place!	3.5	4.0	
174	YXa0A7aXV9wWNR0qJVVSDg	Bad Daddy's Burger Bar	15105 John J Delaney Dr, Ste A	1102.0	293	Jewel of a place!	4.1	4.0	
175	CsLQLiRoafpJPJSkNX2h5Q	Middle East Deli	4508 E Independence Blvd	5.0	5	At your own risk	3.0	3.0	
176	nHJkBQ1o-hWDK9k_9ylf_A	Sonny's BBQ	440 Tyvola Road	270.0	92	Worth Visiting	3.0	3.0	
177	UT22ExffDZjB1tzBDwSWfA	Rusty Bucket Restaurant & Tavern	4810 Ashley Park Ln	248.0	87	Must Visit!	3.7	4.0	
178	uLHRvzarplBajOnekB8eiA	McDonald's	2301 Central Ave	27.0	12	Its your say finally!	2.1	2.0	
179	Z66xO_B7trDah8F0PKwRqg	Charlotte Premium Outlets	5404 New Fashion Way	975.0	89	Must Visit!	3.8	4.0	
180	NvyjzqSF55Ghe3GrIIYEcw	Brixx Wood Fired Pizza	1801 Scott Ave	520.0	103	Must Visit!	3.6	4.0	
181	Xt2l1M7zrUrpJzXp9A7Zbg	KFC	321 East Woodlawn Road	28.0	5	At your own risk	2.8	3.0	
182	Ohm7MmbCtN6sgxmPiDE9jA	Joe Mama's Pizza and Grill	9124 S Tryon, Ste A	38.0	27	Worth Visiting	3.7	4.0	
183	dFuesggbkAFUUnKcihT3vA	Bikinis Sports Bar & Grill	520 University Center Blvd	81.0	31	At your own risk	2.5	3.0	
184	kCTA6XeITFE1-e_YkbFL2A	Pit Road Bar & Grill	2330 Tipton Dr, Ste 100, Victory Lane Karting	27.0	19	Worth Visiting	4.1	4.0	
185	UiRHhHhDaXzkkoJCf8LcTg	Showmars - Independence Center	101 N Tryon St	63.0	12	Worth Visiting	3.7	4.0	
186	DccXBfQGFMKK7oXqm_3vMg	Jack in the Box	10730 S Tryon St	45.0	11	At your own risk	3.0	3.0	
187	Ac52FTELfKifOWT4WOafpQ	Blue Restaurant & Bar	206 N College St	298.0	204	Must Visit!	3.6	4.0	
188	6On-UMilexiLttcbNB0LtA	The Sandwich Club	121 W Trade St	106.0	8	Worth Visiting	3.8	4.0	
189	k27Tw7Gx1gEX5i8xkvXSnQ	Fourth Ward Bread Co.	312 N Graham St	185.0	69	Must Visit!	4.2	4.0	
190	NFm869_w6cvVaWaNpAzjeA	Soul Gastrolounge	1500-B Central Ave	1704.0	822	Jewel of a place!	4.2	4.0	
191	vlLHfWn-Gyyfnh5Lp_kJsg	Burger King	10102 Johnston Rd	18.0	6	At your own risk	2.8	3.0	
192	Ul93EfDgIlL3Vm7pBt9Y7A	Buffalo's Southwest Cafe	14015 Conlan Cir.	6.0	6	Worth Visiting	4.7	5.0	
193	WKCmhNrD-01wmaKO34oPbw	IHOP	5335 Ballantyne Commons Pkwy	33.0	22	Its your say finally!	2.1	2.0	
194	20vCzyibdvXOxW42h9v_MQ	California Pizza Kitchen	5501 Josh Birmingham Pkwy	170.0	40	At your own risk	2.5	3.0	
195	HV_BS1AA-iiN50ZjG-NK7w	Zoës Kitchen	1823 E Arbors Dr, Ste 320	214.0	56	Must Visit!	4.0	4.0	
196	RS1UzsLPt1pB_fwWxwWazw	Crunch Bistro	401 N Tryon St	20.0	15	Worth Visiting	4.3	4.0	
197	RP3MFwBjZV7SLFKvh4Ipeg	China Saute	9252 Albemerne Rd	1.0	20	At your own risk	3.2	3.0	
