	RestaurantID	Name	address	Checkins	Reviews	Recommended	Rating	range	
17	OohsWZ3A0bo8y6N6vi6ePA	Anthony's Pizza	1820 Brownsville Rd	1.0	13	Its your say finally!	2.8	3.0	
18	KF1ngA96RBiRM5h8V7IQ2g	Cool Ice Taipei Kitchen	5813 Forbes Ave	54.0	30	Worth Visiting	4.1	4.0	
19	bqW0f0RigwpYyz1lbxhHlw	Penn Brewery	800 Vinial St	588.0	201	Must Visit!	3.5	4.0	
20	MPjwZL8DHKCEbFw8LYiAIA	Subway	1343 W Liberty Ave	4.0	3	Its your say finally!	3.0	3.0	
21	TjJdpI5XX2zwHmXQbnEWeQ	Gyros N'at	512 Braddock Ave	11.0	14	Worth Visiting	4.7	5.0	
22	63iOXcDVSr8Jm0C8mjzo6g	McDonald's	1 Poplar St	16.0	6	Its your say finally!	1.7	2.0	
23	HKExCPp1uxyQY1jlfYAhkA	The South Side BBQ Restaurant	75 S 17th St	8.0	14	At your own risk	3.6	4.0	
24	_Tn9xzE06-7kDH2CzRg9YA	City of Bridges Cafe	1000 Airport Blvd	12.0	8	Its your say finally!	1.6	2.0	
25	BNeS_hZfmdQWsqewj-LuDA	Ting's Kitchen	3200 McIntyre Square Dr	88.0	52	Must Visit!	4.3	4.0	
26	BpU9-wcOWyKcVtkvnfRazA	Wok & Grill	120 5th Ave	4.0	3	Its your say finally!	3.0	3.0	
27	dWB0HT1nXQ2N8n3bvPKJuQ	John's Chinese & Sushi Restaurant	1778 N Highland Rd	30.0	28	Worth Visiting	4.1	4.0	
28	mnI_n7A8sxgOSmtgI3wzQQ	Amazing Cafe	1506 E Carson St	197.0	96	Must Visit!	4.6	5.0	
29	9GA2gmLV4NX2oJkuz6fdcA	Garage Door Saloon	223 Atwood St	94.0	33	At your own risk	2.9	3.0	
30	_PKa6Dj06Q2AHKGkpJ7GnA	Z-Best BBQ	1315 5th Ave	15.0	28	Worth Visiting	4.4	4.0	
31	HNbX93hyrua2p6LO4IwdHA	Taco Bell	1690 Cochran Rd	22.0	13	Its your say finally!	2.0	2.0	
32	sz6_gKcHjtcpWKIZLXV85w	Or, The Whale	463 Blvd of the Allies	35.0	61	Worth Visiting	3.9	4.0	
33	yZ_wpRr4Svw8YRZ9voCgIw	The Vandal	4306 Butler St	206.0	148	Must Visit!	4.0	4.0	
34	LQFmktF43j2NPncKdNd9mg	Fat Heads Saloon	1805 E Carson St	2081.0	657	Jewel of a place!	4.1	4.0	
35	2UCXCbv7qaO3d8FfQd4Ing	Pizza Bellino	5839 Forbes Ave	117.0	62	At your own risk	3.0	3.0	
36	9_1N2SoNoS3DGV9V-4kndw	Craftwork Kitchen	600 Grant St	41.0	23	Worth Visiting	4.1	4.0	
37	l_pR3x7v2mvE3luVdmGuoQ	Orient Kitchen	4808 Baum Blvd	166.0	60	At your own risk	3.1	3.0	
38	xwEYTGJ_82ScbpXcheqqQw	Subway	2020 Ardmore Blvd, Ste 170	5.0	4	At your own risk	3.5	4.0	
39	WKlMFUCGI7dCysGkFLWvaQ	Stagioni	2104 E Carson St	117.0	108	Must Visit!	4.1	4.0	
40	1n8bvxpBoUOAJsC5csuV3Q	DiCarlo's Original Pizza	2080 Saw Mill Run Blvd	16.0	12	Worth Visiting	4.3	4.0	
41	u1_a84WeHWa1YlreV6RZtg	Five Guys	1029 Freeport Rd	119.0	15	At your own risk	3.7	4.0	
42	F1vdFYr7P4Xb3uAQ2AYgzQ	Empire Palace Asian Restaurant and Bar	5100 Corporate Dr	131.0	49	Worth Visiting	3.5	4.0	
43	N60yOH1GpH8wE9kln7m3XQ	Cafe de Noir	802 Brookline Blvd	3.0	9	Worth Visiting	4.6	5.0	
44	X2lgI8CuVEsH5UDs14rMhw	Andys Wine Bar	510 Market Street	303.0	59	Worth Visiting	3.5	4.0	
45	l1JDX-o0wCLykuh78R8Kng	Whitfield	120 S Whitfield St	188.0	137	Must Visit!	3.9	4.0	
46	wJ4lFz3o1HGJ4wNCCsQTQQ	The Zone	5217 Butler St	3.0	4	Its your say finally!	2.5	2.0	
47	p5HLsmZpzqsZpOng04I8eQ	Disanto Pizza	125 W Station Square Dr	5.0	9	Its your say finally!	2.1	2.0	
48	BGGR5ekPK6YqMRHgYNJGsw	Mexi-Casa	3001 W Liberty Ave	265.0	71	At your own risk	3.2	3.0	
49	3eexaenBq8HvkTiYjVl3Pg	McKnight Kitchen	4860 McKnight Rd	19.0	39	Worth Visiting	3.8	4.0	
50	gldPX9ANF5Nic0N7igu2og	Condado Tacos	971 Liberty Ave	279.0	237	Jewel of a place!	4.0	4.0	
51	aDHD7nASfqiQBB6YXy2aGA	The Pretzel Shop	2316 E Carson St	174.0	96	Must Visit!	4.4	4.0	
52	MjOFnVxoKeOikgBGTZ-UcA	Eat'n Park	7370 McKnight Rd	17.0	15	Worth Visiting	3.9	4.0	
53	RhXKTksPWch75Bo1lpoLqQ	Taco Bell	9797 Mcknight Rd.	5.0	3	Its your say finally!	2.3	2.0	
54	pPyg8s0O8JB7bDCaCj398w	East End Brewing Taproom	102 19th St	106.0	33	Worth Visiting	4.4	4.0	
55	5fyROfD0I6Xd0pTqoOcL2A	Subway	3070 McIntyre Square Dr	8.0	3	At your own risk	3.7	4.0	
56	HhPVzZYQI-akaXRK_A4dKQ	Del's Bar and Ristorante DelPizzo	4428 Liberty Ave	87.0	97	At your own risk	2.6	3.0	
57	Iabd_rGdOvdpySBeluFs5w	Cardello Pizza	261 Moon Clinton Rd	26.0	34	Worth Visiting	3.6	4.0	
58	nXlKHnArL3_vugmnytsEYQ	Crested Duck Charcuterie	1603 Broadway Ave	64.0	37	Must Visit!	4.6	5.0	
59	qELIf4gzE_vlteu7pO7TZg	Atria's Restaurant	103 Federal St	271.0	94	At your own risk	3.0	3.0	
60	LCNc4r6LvVs-JBmfQYAqbw	1902 Tavern	24 Market Sq	6.0	7	Its your say finally!	2.6	3.0	
61	5p60nXyjQruKvEZix6ahVQ	Vallozzis Pittsburgh	220 5th Ave	159.0	93	Worth Visiting	3.5	3.0	
62	4LiieRb-_r9pUCM0mKS9XA	Friendship Perk And Brew	300 S Pacific Ave	13.0	29	Worth Visiting	4.6	5.0	
63	ckZg3KVwR9FrAR1KtTavEQ	Amato's Pizza	376 Butler St	10.0	7	Its your say finally!	2.4	2.0	
64	TeaOjHwZmKYlD9ce1l-8Ug	Bob's Garage	1372 Freeport Rd	56.0	29	Worth Visiting	3.7	4.0	
65	YajT7NNbaexIbXpUuQ8a9A	Amili's Pizzeria	2816 Golden Mile Hwy	8.0	6	At your own risk	3.8	4.0	
66	rBnpbR-cfCD9CKy_ahCmsg	Nicky's Thai Kitchen	856 Western Ave	934.0	361	Jewel of a place!	4.1	4.0	
67	UDF-ISFu8lIZDyWvoR7nLg	Denny's	7319 Mcknight Rd	60.0	20	Its your say finally!	2.8	3.0	
68	rKh_Nl5edIB9AevqnDmO6g	Fireside Inn	4214 Steubenville Pike	30.0	8	At your own risk	3.6	4.0	
69	GGEeGKUez_pGqYXtk-sKvQ	Kelly O's Diner	2400 Smallman St	363.0	175	Must Visit!	3.9	4.0	
70	osjWmpvboG2FxcFbZyglEA	Alma Pan-Latin Kitchen	7606 Forbes Ave	122.0	58	Worth Visiting	4.0	4.0	
71	qpa8Y4VAMQKh8P5zqC5Y4g	Chick-fil-A	1620 Washington Rd	161.0	22	Worth Visiting	4.0	4.0	
72	u6XxSPpzjlniCEbLxFpkyQ	Smoke BBQ Taqueria	225 E 8th Ave	369.0	150	Must Visit!	4.1	4.0	
73	_VYUU5HPLYasd-xdKLimNA	Castle Place	331 Mount Lebanon Blvd	1.0	6	Worth Visiting	4.0	4.0	
74	iR6kEMdNRFc9QZUNTQo5Zg	Bruegger's Bagels	Pittsburgh International Airport	55.0	13	At your own risk	3.0	3.0	
75	O4-yHHUYMYaiOVsgg8ImUw	Calabria's	3107 Library Rd	27.0	27	At your own risk	2.9	3.0	
76	lnd23oqCb7v8lt9zd4K8sg	Gasoline Street Coffee	643 1st Ave	26.0	23	Must Visit!	4.7	5.0	
77	1n-HH6BG913cKQ1tX3wQEg	Bayleaf Indian Cusine	416 Semple St	1.0	6	At your own risk	3.8	4.0	
78	3sIEwr4LPEruEt2q8ImypQ	Noodle Uchi	415 S Craig St	12.0	13	Its your say finally!	2.5	2.0	
79	i39--wZD6L9hm9Lg90Uziw	Central Diner & Grille	6408 Steubenville Pike	709.0	406	Jewel of a place!	4.2	4.0	
80	qCq3JGKYMFq4dqFjtuF7DQ	Pizza Burgh	5001 Curry Rd	4.0	7	Its your say finally!	3.0	3.0	
81	dQj5DLZjeDK3KFysh1SYOQ	Apteka	4606 Penn Ave	190.0	165	Jewel of a place!	4.5	5.0	
82	Au4pX3CnaWDbwrAyYOukig	Recipes Remembered	1026 Mount Nebo Rd	18.0	3	Its your say finally!	2.7	3.0	
83	SmkYLXEYhzwUZdS6TAevHg	Butcher and the Rye	212 6th St	831.0	677	Jewel of a place!	4.3	4.0	
84	lhI9JnI3mhtNkntegi9jDg	Baba D's	2126 E Carson St	3.0	3	At your own risk	3.3	3.0	
85	RThuRlhMdowhtY8vITEIzQ	Mineo's Pizza House	2128 Murray Ave	348.0	260	Must Visit!	3.7	4.0	
86	bhVReN50h-lLfgIWA5Ovgg	Penn Station East Coast Subs	4815 Centre Ave, Ste 102	79.0	27	At your own risk	3.6	4.0	
87	3JyqPFOCUHFczVSfiw518w	Kings	155 McMurray Road	112.0	15	Its your say finally!	2.3	2.0	
88	n6_ah26nj9V6eo7PZNUQzg	Mama Rose	121 Mayflower St	4.0	7	Worth Visiting	4.4	4.0	
89	A21FJqt8jIE6w0hdzmvnmg	Cafe Zinho	238 Spahr St	87.0	78	Must Visit!	4.1	4.0	
90	7U73RqIg6JA0WThxWUV3uA	Jade Grille	670 Washington Rd	255.0	150	Must Visit!	4.2	4.0	
91	B0JdEQoQjr9oka-_YyGZ8g	Outback Steakhouse	9395 McKnight Rd	169.0	52	Its your say finally!	2.5	2.0	
92	kL5LI_GYZJkkP73wl0Qtlw	Portofino's Pizza & Pasta	3307 Saw Mill Run Blvd	4.0	17	At your own risk	3.3	3.0	
93	TqL0ytKAucWdW2mR7EbayA	Tamarind	257 N Craig St	339.0	200	Must Visit!	3.9	4.0	
94	RPe_cSOxq_qkG-LbxBlOyw	Hyde Park Prime Steakhouse	247 N Shore Dr	240.0	147	Must Visit!	3.9	4.0	
95	0bjFYstj8USMzEV4ZQldjA	Redhawk Coffee	120 Meyran Ave	183.0	91	Must Visit!	4.8	5.0	
96	yhoCIkTwHihWejVqGYZ4rw	DiBella's Subs	6501 Steubenville Pike	110.0	26	At your own risk	3.6	4.0	
97	XWRhaOGnRwHk-FICdbcCfA	Nancy's East End Diner	616 South Ave	87.0	40	Worth Visiting	4.2	4.0	
98	rlFEKTaUgQqN4O9ow3LO9w	Atria's	10 Old Clairton Rd	251.0	81	Worth Visiting	3.7	4.0	
99	VPaEJyi2hZJ6Bc2nBlhqEw	Food Shoppe	5878 Northumberland St	33.0	11	Worth Visiting	4.5	5.0	
100	xlcasiT7khpxFTvl_vfaoQ	Kings	5 Alpha Dr E	11.0	6	Its your say finally!	2.7	3.0	
101	165GRJEJ-Jfrzesw7l5oFA	The Great American Grill	3454 Forbes Ave	8.0	4	At your own risk	3.8	4.0	
102	bAWQmZgMggH4HTJnVcpLPw	Moe's Southwest Grill	5432 Campbell's Run Rd	131.0	23	At your own risk	2.9	3.0	
103	On54MnSknSLMDSNnvUV4Ag	Taverna 19	49 18th St	15.0	11	At your own risk	3.1	3.0	
104	WjkjrsOzMAQ2wgY9tVyS0Q	QDOBA Mexican Eats	3712 Forbes Ave	119.0	35	At your own risk	3.1	3.0	
105	aeomionBr_VTsIg119vtSw	Pastitsio	3716 Butler St	216.0	91	Must Visit!	3.9	4.0	
106	NbEI-3hWnOcRNRJ6qIktTQ	Shooti's Bar & Grille	100 J Boyce Park Dr	1.0	4	At your own risk	3.8	4.0	
107	Jw9mNU1ibHioRdyGFTafYg	Giovanni's Pizza & Restaurant	1504 5th Ave	21.0	13	Worth Visiting	4.2	4.0	
108	Idow0ymZ7ptpoeVPwzqOPQ	The Flame BBQ	1805 Babcock Blvd	14.0	20	At your own risk	3.0	3.0	
109	ZYL14FvffzTKU9BpXQt79Q	Hello Bistro	292 Forbes Ave	247.0	90	Worth Visiting	3.2	3.0	
110	S-WbBty-kGOO3Fmwx3Jmlw	Pink Box Bakery Cafe	2104 Murray Ave	116.0	76	Worth Visiting	3.8	4.0	
111	bm8-Kriygv-R8DVCmKzoOw	Marty's Market	2301 Smallman St	465.0	134	Must Visit!	3.6	4.0	
112	C-DGZG8ClR_dOMwYB19vMA	Piatto Ristorante Italiano	734 Brookline Blvd	3.0	5	At your own risk	3.2	3.0	
113	ukB1l0o0MfPtE5GoUzJnIg	The Garden Cafe	600 Penn Ave	11.0	6	Worth Visiting	4.8	5.0	
114	u-A9gv_Q8CwLgjK8nxFxbA	Franktuary	115 Forbes Ave	84.0	35	At your own risk	3.5	3.0	
115	v3rXLmTCX6ZFR6kIYTY2fg	Istanbul Grille	673 Liberty Ave	117.0	48	Must Visit!	4.6	5.0	
116	cNCXUYQd3kFR_AyfjTejQQ	Lot 17	4617 Liberty Ave	191.0	98	Must Visit!	3.8	4.0	
117	F9IJ3EddoyW89O0DFikPTQ	Sunseri Jimmy & Nino	1901 Penn Ave	149.0	40	Worth Visiting	4.2	4.0	
118	gFAM3DwY0snYGujBmR-xHQ	TGI Fridays	Pittsburgh Intl Airport	213.0	21	At your own risk	3.2	3.0	
119	CP7TRCpeBr1sTtWqcfRHxQ	McDonald's	225 Mount Lebanon Blvd	64.0	4	Its your say finally!	2.0	2.0	
120	L95ppCbcWAt4LUWrCiEvPg	The Capital Grille	301 5th Ave	414.0	227	Jewel of a place!	4.0	4.0	
121	fMdnlYyN5EMhafyE3dGTFQ	Pizza Palermo	7615 Saltsburg Rd	4.0	11	At your own risk	3.8	4.0	
122	ih_bb1SaYvsMYfdykhYh2g	Wheelfish	635 Sangree Rd	59.0	53	Worth Visiting	4.2	4.0	
123	QT4ax7JkGZma8oMy5j8t2w	DragonFire Steakhouse	Galleria Mall, 1500 Washington Rd	67.0	27	Its your say finally!	2.7	3.0	
124	69RyJsThRTlyuyVbMexYDw	Big Mama's House of Southern Cuisine	961 Liberty Ave	11.0	11	Its your say finally!	2.5	3.0	
125	idM0hDe_Pp2IeYgH0DIIBw	The Big Idea Bookstore and Cafe	4812 Liberty Ave	45.0	18	Worth Visiting	4.4	4.0	
126	jDehhKtVZa62k32WHbnc2A	China Star	Mcintyre Square Shopping Ctr, 3200 McIntyre Square Dr	65.0	43	Worth Visiting	3.6	4.0	
127	JmdgFq9sgXUIzeqalwrTRA	Dairy Queen	1691 McFarland Rd	37.0	12	At your own risk	3.6	4.0	
128	TY_kMmCM_3JSs14NFUvO_g	Nak Won Garden	5504 Centre Ave	329.0	81	Worth Visiting	3.6	4.0	
129	nwjIvTxJt2GpMoKzuKWIBQ	McDonald's	2518 W Liberty Ave	52.0	14	Its your say finally!	2.3	2.0	
130	Jk9rocVjl9UTK7uArNBgrA	City Grill	2019 E Carson St	9.0	9	At your own risk	3.7	4.0	
131	9GWfMAuAOlkt4MAZ4eZjlA	Heavenly Espresso	1012 Perry Hwy	4.0	4	Must Visit!	5.0	5.0	
132	7aZf5c1UNotq4MabBXMZLA	Sichuan Gourmet	1900 Murray Ave	1774.0	228	Must Visit!	3.8	4.0	
133	irsqHZvvMdwK5iM3mFZ5Pg	Steelhead Brasserie and Wine Bar	112 Washington Pl	163.0	39	Its your say finally!	2.4	2.0	
134	J5JzAUd2wzyArZ-qHT0A4A	Poros	2 Ppg Pl	152.0	131	Worth Visiting	3.4	3.0	
135	FG8atOE15c8IoQH_hEb9zA	Geppetto Cafe	4121 Butler St	149.0	102	Must Visit!	4.3	4.0	
136	WdjZK2Zti8mXSXXLYt-aoQ	Afamia Mediterranean Grille	663 Washington Rd	17.0	29	Worth Visiting	4.0	4.0	
137	mMzag04MJ2yH5d_SySdoBQ	Garden View Cafe	300 Halket St	198.0	3	At your own risk	3.3	3.0	
138	W4k4E2dbDN6bwtPPgNm-XA	Amel's Restaurant	435 McNeilly Rd	70.0	68	Worth Visiting	3.8	4.0	
139	-IFq5ULEK4Fl8ZzrArtB5g	Desi Moorgi	4903 Baum Blvd	8.0	4	At your own risk	3.8	4.0	
140	MsFj3NTvmhYNYS8Ef8HwFA	Shamrock Inn	917 Western Ave	9.0	4	At your own risk	3.8	4.0	
141	tpJrlhn5QPI0ehDyYjN7qg	Szmidt's Old World Deli	509 Greenfield Ave	148.0	89	Must Visit!	4.7	5.0	
142	xoA1_vsxC0xD_fPgDZ2mbg	V3 Flatbread Pizza	11 Fifth Ave	73.0	50	Worth Visiting	4.0	4.0	
143	VT8vUd-2s5IdvSNwhNHkpg	California Coffee Bar	3619 California Ave	78.0	20	Must Visit!	4.8	5.0	
144	AspFf1d9sRaUloPJAHMqAg	Sushi Kim Restaurant	1241 Penn Ave	232.0	126	Worth Visiting	3.3	3.0	
145	wUr4HeEhhPeiFb7UmiYRzg	Chick'n Bubbly	117 Oakland Ave	320.0	111	Must Visit!	3.8	4.0	
146	QCZwZLYHkTyYQDr6jdjKjA	Graziano's Pizzeria	4109 Penn Ave	33.0	30	Worth Visiting	3.8	4.0	
147	pVZdH35B95NKyXNA9rnW0w	The Artsmiths of Pittsburgh	1635 McFarland Rd	8.0	4	Worth Visiting	4.5	4.0	
148	kxAQGy2ZpguB7zn8Nqgb_g	Moonlight Truck Food	Margaret Morrison St	24.0	6	Its your say finally!	3.0	3.0	
149	gomzC2CMt6MD_ykOSGwdDA	Sushi Tomo	4812 McKnight Rd	235.0	94	Must Visit!	4.2	4.0	
150	ndq4rJcFLMbMGU_gK5u79Q	China Wok	1202 5th Ave	41.0	31	At your own risk	3.4	3.0	
151	3RWJGTSIRvGmIbwvMqAOuw	Slate Bistro	28 Donati Rd	36.0	28	At your own risk	3.3	3.0	
152	u2Wvpa2pj2jfYcYSs_LETg	K & T's Fish and Chicken	4521 Centre Ave	8.0	17	At your own risk	2.9	3.0	
153	ym7uH6ZpCfKQ1Of7eaYGCA	Donte's Pizzeria	6409 Brownsville Rd	46.0	37	Must Visit!	4.5	5.0	
154	IdHIcxCFq84evujUVNcB5w	Gateway Center Cafeteria	603 Stanwix St	30.0	10	At your own risk	3.5	4.0	
155	X0JIra66e1kLDraXKa2Ajg	Easy Street	301 Grant St	122.0	23	At your own risk	3.4	3.0	
156	cPYdwElCHVU794t-Cs0ToQ	Obey House Tavern	1337 Steuben St	37.0	10	Worth Visiting	4.2	4.0	
157	wXw4gfKADpCrZ7etddmsTA	Chicken Derby	10 Old Clairton Rd	21.0	11	At your own risk	3.5	4.0	
158	C1ufbUim6sLOn7rKAz8kBQ	Seven Cee's	4741 Liberty Ave	5.0	5	Worth Visiting	4.2	4.0	
159	ldGnkfXjRNAxRP9cizgr0Q	Gio's Cafe	625 Stanwix St	10.0	20	Worth Visiting	4.0	4.0	
160	BrORoLCE5zVY6ekUb6omNA	Mad Noodles	2017 E Carson St	31.0	50	At your own risk	3.3	3.0	
161	hbYY29onGCq0yux6rFhb9w	Panera Bread	250 Mcholme Dr	139.0	25	Its your say finally!	2.5	3.0	
162	g7OwoWQ_haDYnfmhCYMvSg	Deli on Butler Street	4034 Butler St	158.0	68	Must Visit!	4.5	4.0	
163	QYlhQ9ivxXFSD7dE_1cy5A	Big Shot Bob's House of Wings - Beechview	2102 Broadway Ave	6.0	22	Worth Visiting	4.3	4.0	
164	xLy3aWEbtpoUSVdjuHBS0A	Plaza Azteca	1000 Sutherland Dr	146.0	132	Worth Visiting	3.3	3.0	
165	mXS1oNaLd2mHJ9lsReOF_A	Baja Bar & Grill	1366 Old Freeport Rd	27.0	9	Its your say finally!	2.6	3.0	
166	hsDkxhc-_YYsVqAeQBJJjg	Big Jim's Restaurant & Bar	201 Saline St	312.0	164	Must Visit!	4.0	4.0	
167	H-B_JoResY4PyXND1_DQfg	Mad Mex - North Hills	7905 McKnight Rd	767.0	133	Must Visit!	3.5	4.0	
168	qIyj7PNUSA1B6_rOkc8nIQ	Nicky's Thai Kitchen	1026 Mount Nebo Rd	22.0	35	At your own risk	3.6	4.0	
169	P2uPCEBP2VZsApnvEHCgag	All India	315 N Craig St	194.0	132	Must Visit!	3.9	4.0	
170	fUB_aqie86DKI2tTAkG72w	Pizza Bellagio	254 Freeport Rd	1.0	4	Its your say finally!	2.0	2.0	
171	ZYof0WYlilJ3pgWNSgmYKQ	Pizza Milano	1304 5th Ave	169.0	70	Worth Visiting	3.4	3.0	
172	jUxLgiiYKnsM238eUZUqlA	Sir Pizza	320 Sewickley Oakmont Rd	91.0	42	At your own risk	3.2	3.0	
173	tXZxc-3HcXvj1Z-Tzs4Mkw	El Campesino	460 Home Dr	133.0	45	At your own risk	2.9	3.0	
174	Srl3TFbOAfa-9_1m_wK6xQ	Nobby's Pizzeria	373 Vanadium Rd	32.0	15	At your own risk	3.7	4.0	
175	vH3U-nP1hg7Wr0A9_i201g	The Warhol: Cafe	117 Sandusky St	9.0	3	Its your say finally!	2.3	2.0	
176	VMmGHyGj7nuj16voJkfuJg	Miss Saigon 88 Cafe	258 N Craig St	83.0	23	At your own risk	3.0	3.0	
177	rjKMTKPsjYw4RtiMpHquJA	Fajita Grill	5865 Ellsworth Ave	7.0	18	At your own risk	3.0	3.0	
178	But8zrzUE3-VGr5P6PLgxQ	Bruegger's Bagels & Jamba Juice	531 Grant St	194.0	49	Its your say finally!	2.6	3.0	
179	mZYKqiK-9fzifbFbeEbP1w	McCormick & Schmick's Seafood & Steaks	2667 Sidney St	249.0	120	At your own risk	2.7	3.0	
180	RC8NJlX3X2Eo240PU5zJWA	Pleasure Bar and Restaurant	4729 Liberty Ave	171.0	77	At your own risk	3.0	3.0	
181	5mMcFcZGdktTF8Qfh1u02A	Crafthouse Stage & Grill	5024 Curry Rd	31.0	25	At your own risk	3.0	3.0	
182	GGKesha1RQd21HyzRhj2bA	Pittsburgh Cafe	226 Meyran Ave	20.0	5	Its your say finally!	2.8	3.0	
183	eU_713ec6fTGNO4BegRaww	La Tavola Italiana	1 Boggs Ave	81.0	117	Must Visit!	3.7	4.0	
184	g0vVEWvHbKBTvFYGyvhiSg	Food For Thought Deli	194 N Craig St	43.0	27	Worth Visiting	4.1	4.0	
185	EHGKrUgGpxYpfs4N3paJ1w	Penn City Grill	1000 Penn Ave	9.0	5	Its your say finally!	2.2	2.0	
186	2hOU75OoYSid_aMUEvjhVQ	Benkovitz Seafoods	2300 Smallman St	39.0	20	Worth Visiting	4.3	4.0	
187	m5MaRXA1rNX1n1Kbr8-Sog	How Lee	1621 S Braddock Ave	5.0	4	Its your say finally!	2.5	2.0	
188	vNEENSaRjKkQfuKoxKN_VQ	AJ's Burger & Peruvian Rotisserie Chicken	422 Semple St	8.0	21	At your own risk	3.3	3.0	
189	_KuufwYUWh0dha08LoCVnA	Walid's Fish And Chicken	1303 Brownsville Rd	1.0	4	Its your say finally!	2.8	3.0	
190	dLc1d1zwd1Teu2QED5TmlA	Noodlehead	242 S Highland Ave	1851.0	820	Jewel of a place!	4.3	4.0	
191	heTUR_TGWJ9iYiiEWnikXg	Eat Unique	305 S Craig St	323.0	125	Must Visit!	3.6	4.0	
192	815I4_qtNd9Whd5joLZhAQ	Gino's Pizza	1610 E Carson St	7.0	20	Its your say finally!	1.9	2.0	
193	IdTGHJKP-kDdFkRB509jKg	Shab's Mediterranean Food	339 Forbes Ave	38.0	18	At your own risk	3.4	3.0	
194	0FPlueS5F6l5xIf8Zw8iEQ	La Palapa	Pittsburgh Public Market, 2401 Penn Avenue	19.0	6	Worth Visiting	4.3	4.0	
195	TpZO3sokGBg8mDYyTRiGiQ	Union Pig & Chicken	220 N Highland Ave	583.0	390	Jewel of a place!	3.4	3.0	
196	oV70qMi0YsuSKcByW4VefQ	Mullen's	2100 E Carson St	19.0	9	Its your say finally!	2.0	2.0	
197	E4U8RCe42CpT3rtof7hEwQ	Wendy's	2691 Freeport Rd	6.0	5	Its your say finally!	1.2	1.0	
198	0xxW5PmeFV1MWkvDwU7XaQ	Cafe On The Strip	1814 Penn Ave	72.0	29	Its your say finally!	2.8	3.0	
199	syJDAay5Huu3QWL51El2cA	Ciao! 2	289 Settlers Ridge Dr	68.0	35	Its your say finally!	2.3	2.0	
200	iR7KBgAHgt1O2acHhfIviw	Taco Bell	825 Freeport Rd	54.0	7	Its your say finally!	2.4	2.0	
201	wtfWKqj6B_hFCb2AZhxGlA	Pamelas Diner	427 Washington Rd	196.0	83	Worth Visiting	3.7	4.0	
202	NBeX33C2lB6KMqpbSueHjw	Panera Bread	3800 Forbes Ave	336.0	43	At your own risk	2.9	3.0	
203	QiZCMGZEwVtg1ybOKybLhQ	Kanda House	258 N Craig St	11.0	8	Its your say finally!	2.2	2.0	
204	OMzoxV0d1-4THKbHKTtIlQ	It's Dogg'n It	260 Atwood St	2.0	3	Worth Visiting	4.0	4.0	
205	z1nFepEOkn_Bp5aopscf9w	Primanti Bros	100 Art Rooney Ave	9.0	3	Worth Visiting	4.0	4.0	
206	lSxAQR1FeSljX9zeVJTEWA	Silver Palace Chinese Restaurant	2739 Library Rd	6.0	16	Worth Visiting	3.8	4.0	
