,business_id,name,latitude,longitude,address,stars_y,city,is_recommended
43,0s0Xthk1JWrBUu74M81Xyg,The Good Egg - Val Vista,33.380479,-111.7533699,1939 S Val Vista Dr,3.963302752293578,Mesa,0
44,A029GQG1S3ekPit6cObcBA,Curry Garden,33.3492557,-111.82234409999998,"1533 W Elliot Rd, Ste 101",4.146788990825688,Gilbert,0
45,HQObn6hrV9WoeFObGfa2YQ,Mucha Lucha Taco Shop,33.322367,-111.756204,1530 S Val Vista Dr,4.296482412060302,Gilbert,0
46,VqF6Uky7SGfjWitgxrhlJA,Little Caesars Pizza,33.2319416609,-111.721218153,6466 S Higley Rd,4.222222222222222,Gilbert,0
47,S8FDnhP4WKlRhJxSIkcxFg,Modern Round,33.6290590041,-112.238112817,8320 W Mariners Way,3.646153846153846,Peoria,0
48,EC7NrIHKk6i3US_XJlDWDA,Julio's Too,33.501960499999996,-111.92309240000002,7305 E Camelback Rd,4.120481927710843,Scottsdale,0
49,vhKUBKcOm8zOLxeS3XM9iA,Rosati's Pizza,33.6418473,-111.99557079999998,"4010 E Bell Rd, Ste 101",2.791044776119403,Phoenix,0
50,frCxZS7lPhEnQRJ3UY6m7A,La Santisima,33.469201,-112.047393,1919 N 16th St,4.2213695395513575,Phoenix,1
51,mI5UYpuYxjiumMLgANoa9A,Filiberto's Mexican Food,33.379467445,-111.75299406100001,3636 E. Baseline Rd,2.657142857142857,Mesa,0
52,l0WauZ92kRg9bu2oxHj4TQ,Aiello's East Coast Italian,33.607105,-112.063427,"777 E Thunderbird Rd, Ste 100",4.046153846153846,Phoenix,0
53,M9fOuiesoUSaouOqNQ3U2w,Wong's Place,33.3779385,-111.9062779,1825 E Baseline Rd.,3.8733333333333335,Tempe,0
54,IqsQRoiVE535Z2JR-7xoWQ,Jack in the Box,33.4217141,-111.89376270000001,2145 E University Dr,2.0833333333333335,Tempe,0
55,3c6FN1VrCAV4s60PsWTCLA,Pho All Seasons,33.3944997,-111.8748402,1116 S Dobson Rd,3.0714285714285716,Mesa,0
56,7yTtTjsZLi5Ef1vsr6ZPTw,Panera Bread,33.4643757587,-112.27427065399999,9995 W Mcdowell Rd,2.533333333333333,Avondale,0
57,ZyIlYBpGnRsLeoEfXo-mxg,On The Green Sports Grill,33.3997189,-111.6841436,801 S Power Rd,3.2857142857142856,Mesa,0
58,7Zmxle5A6XTZACIHgiC98Q,Kashman's Place,33.519588,-111.909524,"23425 N Scottsdale Rd, Ste 6",3.6666666666666665,Scottsdale,0
59,jf_h_Y8iNaduXJvpgLRPng,Native Grill & Wings,33.2763316444,-111.790289394,2110 S Gilbert Rd,2.9794871794871796,Chandler,0
60,Yar8jR2a1XA2JuRKfmNDcw,Palms Restaurant,33.6259523,-112.1343378,3502 West Greenway Rd,5.0,Phoenix,0
61,OsuBqr2L0-5W8LGAsg-p8g,Micky's Hot Dogs,33.4080371,-111.83460590000001,108 W Broadway Rd,3.991304347826087,Mesa,0
62,aiX_WP7NKPTdF9CfI-M-wg,Culinary Dropout,33.428533,-111.943955,149 S Farmer,4.049847405900305,Tempe,1
63,ObV7olsEsNYjuMGNJ75jNw,Vaqueros Carne Asada,33.3931502,-111.9762132,2602 W Southern Ave,3.7058823529411766,Tempe,0
64,qVQGfHphxolps16v6g5X-g,Belfiore's Italian Ristorante,33.6308568,-112.03092439999999,15842 N Cave Creek Rd,3.3582089552238807,Phoenix,0
65,RFj91Y9mk2d824QyD9JTzA,Firehouse Subs,33.3848304749,-111.80675506600001,"1616 S Stapely Dr, Ste 101",3.606060606060606,Mesa,0
66,Q9zcPQit3OMWoNRLLK7MQg,Chick-fil-A,33.65563,-111.927745,7000 E Mayo Blvd,3.7066666666666666,Phoenix,0
67,88ntJxZNxRIY8W_hji9pzg,Szechwan Palace,33.3401985168,-111.859687805,2386 N Alma School Rd,3.3255813953488373,Chandler,0
68,SSCH4Z2gw-hh2KZy7aH4qw,Worth Takeaway,33.4154308,-111.8374321,218 W Main St,4.755952380952381,Mesa,0
69,Jd2NUZeVeyWi1tTNKXMt1Q,Sí Señor Restaurant,33.3136751,-111.8596581,600 N Alma School Rd,3.909547738693467,Chandler,0
70,TolwZ3L28or4E8SVTZUf6Q,Spinato's Pizza,33.5378713137,-112.055160999,"1219 E Glendale Ave, Ste 14",4.2165605095541405,Phoenix,0
71,LcmTZeZAE4cb8wFel8JGZg,Jimmy John's,33.458980600000004,-112.3930937,"1120 N Estrella Pkwy, Ste C104",2.5454545454545454,Goodyear,0
72,TdKJjgiXMPXDamGK-IwFZg,Freddy's Frozen Custard & Steakburgers,33.6387179265,-112.167251549,4929 W Bell Rd,3.8952879581151834,Glendale,0
73,3w66rzZq_rjA1kSmVt5Hew,Subway,33.6556530143,-112.012032084,"3230 E Union Hills Dr, Ste B-125, Union Centre Shoppes",3.5,Phoenix,0
74,woP-omtF0PobX4JxXpZa7Q,Ronnie's Cafe,33.5956471,-112.1521774,"4323 W Cactus Rd, Ste 3",4.017985611510792,Glendale,0
75,VtQxGoCzAFSzCb1JSFV2bQ,Subway,33.421942800000004,-111.94154920000001,"130 E University Dr, Ste C",3.6,Tempe,0
76,9KzLFQrA_tSBGVDNeZrB8Q,Nick and Willy's Take & Bake,33.606054799999995,-112.06639969999999,13216 N 7th St,3.3333333333333335,Phoenix,0
77,6nxVZ1s0mRhyRAdRymYAsQ,Ichi Ban Japanese Restaurant,33.464277,-112.269802,9897 W McDowell Rd,2.1666666666666665,Tolleson,0
78,M7N_LeUEcQTfzaeCgJL5mg,Spanish Fly,33.4997252,-111.9197955,4341 N 75th St,3.581818181818182,Scottsdale,0
79,YQFcxE9UXrKc-QuTUu7twQ,Loco Patron,33.4977693,-111.9264149,4228 N Scottsdale Rd,3.4954128440366974,Scottsdale,0
80,JlQsOCa-UPw_Gu1MG7jmig,Pizza Hut,33.5941776,-112.3780084,"14763 W Cactus Rd, Ste 120",1.4444444444444444,Surprise,0
81,IyVdd_IqwUtzQDTxw2W9qw,Saddle Ranch Chop House,33.5329519271,-112.260761889,9375 W Coyotes Blvd,2.51255230125523,Glendale,0
82,dhaSDuAoZI0K3hp8aU7otQ,Dolce Vino Wine Bar Italian Cuisine,33.5379277,-112.16650279999999,"4935 W Glendale Ave, Ste 17",4.583333333333333,Glendale,0
83,Ld2hhA3q3cdkptwS1fsYEg,Yogi's Grill,33.714505545,-112.112238407,2450 W Happy Valley Rd,4.0375,Phoenix,0
84,ddMOhA5QoKByjaHGK8r7xA,Legends Sports Club,33.6114217,-112.23952050000001,8378 W Thunderbird Rd,2.04,Peoria,0
85,_9VQUKCkYWHfUTnxbn4O_A,Tom's BBQ,33.3937008292,-111.841277964,1140 S Country Club Dr,3.5454545454545454,Mesa,0
86,hL3LFrwR1UQ-d0CcYF73Sg,Royal Taj,33.3048389,-111.94901429999999,"6245 W Chandler Blvd, Ste 1",3.375,Chandler,0
87,r0byBoB7y_IH8uicEvyCqQ,Rack Shack BBQ,33.4942339,-112.05974109999998,1019 E Indian School Rd,3.0,Phoenix,0
88,p2OOk46G_AOO0nCWl-eVlg,Pei Wei,33.666585999999995,-112.203627,"20022 N 67th Ave, Ste 100",3.128,Glendale,0
89,lWrmZLPvfIFq-ufyJTeNiQ,Fat Boys Pizza,33.2464267,-111.8428351,4040 S Arizona Ave,3.7333333333333334,Chandler,0
90,BVYvfJiVcQTl9B311z518w,Peter Piper Pizza,33.4884218,-112.0823702,3403 N 7th Ave,3.3703703703703702,Phoenix,0
91,hzMhB8ft6ewaxbZnEcy5pw,The Casual Pint,33.2613947,-111.86138290000001,"1095 West Queen Creek Rd, Ste 8",4.029411764705882,Chandler,0
92,BWsCjBVMR289vtojIz-gWw,Cafe Rio,33.377308,-111.78908600000001,1939 E Baseline Rd,2.8884297520661155,Gilbert,0
93,9_HgBRUXUg_vKjTT-GSulA,Golden Hawaiian BBQ,33.393802642800004,-111.868804932,"1720 W Southern Ave, Ste C3",3.7976190476190474,Mesa,0
94,aRRV_ZbRiD65SIi7vAY-iA,Zest of India,33.6264184,-112.01324640000001,"3202 E Greenway Rd, Ste 1617",1.0,Phoenix,0
95,RMyK2LpfFDty75HE94XN0Q,Positively Frosted,33.4816874,-111.91934760000001,7510 E Thomas Rd,4.833333333333333,Scottsdale,0
96,yX0pOWG_Be9TjGnm0aihVA,Modern  Grove,33.6274599302,-111.978455571,"15530 N Tatum Blvd, Ste 160",2.941896024464832,Phoenix,0
97,WaTXG26xbOGffSscvyr-wQ,Spasso Pizza & Mozzarella Bar,33.4483771,-112.07403729999999,"4743 N 20th St, Ste A22A",3.5,Phoenix,0
98,MatGnwADyILP8utonlTWDg,Dave & Buster's,33.5349425,-112.261923,9460 W Hanna Ln,2.2333333333333334,Glendale,0
99,FGaaHr_krwaPGlD0mHPe4Q,Matta's Grill and Cantina,33.4351659963,-111.866054535,"1033 N Dobson Rd, Ste 101",3.25,Mesa,0
100,ahfAFuFHO9tfFkoBIkVdmg,Zabari Mediterranean Grill,33.6113539,-111.99855929999998,"3831 E Thunderbird Rd, Ste 3",4.5473684210526315,Phoenix,0
101,5F69VFIk-l3THUZX1qeYSg,Applebee's Neighborhood Grill & Bar,33.5824983,-112.18573329999998,5880 W Peoria Ave,2.242857142857143,Glendale,0
102,Ycqaz47uwQj6IbOLxlfszA,Sbarro Italian Eatery,33.642089399999996,-112.22540670000001,7700 W Arrowhead Towne Ctr,2.2222222222222223,Glendale,0
103,kplbTXzOaUJqP2BwanoYjw,Dino's Ristorante,33.630768475,-112.03124173,15842 N Cave Creek Rd,4.368421052631579,Phoenix,0
104,yhcgONZE_flFHrTEM60o3g,Barro's Pizza,33.4359141763,-111.684863082,1066 N Power Rd,4.090909090909091,Mesa,0
105,UrX0UEejKhHzk158VxlQzA,Arizona Polish Festival,33.6195640564,-112.119850159,2828 W Country Gables Dr,4.0,Phoenix,0
106,etylBefPKEMjm9nS9c1qiw,Port of Subs,33.3350123,-111.96195159999998,1342 W Warner Rd,2.6944444444444446,Tempe,0
107,TAoN9nsibXOxsOnnG7Kd_g,Riazzi's Italian Garden,33.3998762,-111.94008249999999,2700 S Mill Ave,3.5886524822695036,Tempe,0
108,gKqzpzg2MmINROrgWqalOg,Bill Johnsons Big Apple,33.6386869,-112.1000291,16810 N 19th Ave,2.673076923076923,Phoenix,0
109,o3Wj6ohtPnvOJ9l0d_FT9A,Golden Star Chinese Food Restaurant,33.639636700000004,-112.2758645,10050 W Bell Rd,2.4,Sun City,0
110,px5RbIZm3rxRzi-g2f83KQ,Burger King,33.36318060000001,-111.9291133,6402 S Rural Rd,1.7916666666666667,Tempe,0
111,RSuT0SK4XpsIAZtdP7Lf3w,Pedro's Mexican Restaurant,33.5387191,-112.16628670000001,4938 W Glendale Ave,4.041176470588235,Glendale,0
112,Ndozr_--5-wzyDJ2T7TfpQ,A & J Chicago Style Bar-B-Q,33.525883799999995,-112.047946,6102 N 16th St,3.111111111111111,Phoenix,0
113,TwriSG0Gq9vr7n_Re1OR1A,The Nile Cafe,33.4656052,-111.9292957,7051 E McDowell Rd,3.857142857142857,Scottsdale,0
114,IT0IODInyhKbG4a_ka71MQ,Oregano's Pizza Bistro,33.827811768400004,-111.95478059999999,37645 Cave Creek Rd,3.3105263157894735,Cave Creek,0
115,YjlCXwWr9xx6TnHmTFCKGQ,P.F. Chang's,33.3855705916,-111.68991655100001,6610 E Superstition Springs Blvd,3.4070796460176993,Mesa,0
116,NihPkBRdA1AixuE_98tIrg,Port of Subs,33.4943244,-112.0654164,"635 E Indian School Rd, Ste 102",3.096774193548387,Phoenix,0
117,E0lP3PXXNae84q_z9MtDMw,Tastings Wine Bar and Bistro,33.4680145,-112.34079070000001,1809 N Dysart Rd,2.2,Avondale,0
118,RQdKieW9hqg898d_S2WwRA,Yogis Grill,33.5076828,-112.04596940000002,1645 E Camelback,3.3793103448275863,Phoenix,0
119,HyzHidtQXC4JIULtSbk3NA,Bowl of Greens,33.635464899999995,-111.92372549999999,"16447 N Scottsdale Rd, Ste 101",4.091836734693878,Scottsdale,0
120,1hrX1vHaUgllWH6i876oAw,Mariachi Estrellas Del Pacífico,33.4499672,-112.07022250000001,,5.0,Phoenix,0
121,HxWDCU-kKido3ErM31msGQ,"First Watch - Breakfast, Brunch & Lunch",33.635340941799996,-111.92254378,"16455 N Scottsdale Rd, Ste 107",3.890829694323144,Scottsdale,0
122,cTJjTKz2huGZ-ElScC2pSw,Windsor,33.513575,-112.07338100000001,5223 N Central Ave,4.207991803278689,Phoenix,1
123,Q47FjaMLjI3v6yo-PHIebQ,Cafe Roma,33.449568,-112.0740163,110 N Central Ave,3.2,Phoenix,0
124,wPgp3oddFUzpGrQc__HYhg,Denny's,33.277894818600004,-111.788683534,3971 S Gilbert Rd,2.4074074074074074,Gilbert,0
125,blUgghIdsUG7pNqxCphk9w,Chang Lee Restaurant,33.6074409,-112.26909309999999,13600 N 99th Ave,3.1875,Sun City,0
126,4KZRFxciaKfTD7qbS55b7g,Fabio On Fire,33.670815137199995,-112.240358657,"8275 W Lake Pleasant Pkwy, Ste 101",4.575757575757576,Peoria,0
127,tylsscXmLq03-DzGI36bIA,Squaw Peak Cafe,33.4791900432,-112.03148782299999,2333 E Thomas Rd,3.1666666666666665,Phoenix,0
128,OSs8P5K6oAuku247u-6jvQ,I Roll Thai Ice Cream,33.3194292,-111.8744415,"1949 W Ray Rd, Ste 27",4.488372093023256,Chandler,0
129,L7os7OGSQ2_evJRLvQg9dw,Wendy's,33.4660683,-112.03065819999999,2346 E McDowell Rd,3.6363636363636362,Phoenix,0
130,vJaL_UtIRkpmczGrwLSs1Q,Burger 21,33.319973795100005,-111.89019459200001,2855 W Ray Rd,3.3688524590163933,Chandler,0
131,2rLuOMi6Q6zzqUU8ltreSA,"First Watch - Breakfast, Brunch & Lunch",33.4215708,-111.94166829999999,111 W University Dr,4.535714285714286,Tempe,0
132,NIjZNZCeMwILmFGzXdTLkg,China 1,33.409569899999994,-111.6844493,319 S Power Rd,3.857142857142857,Mesa,0
133,Lvr6DdVkFI8IMGfRvUcXQA,Little Caesars Pizza,33.466332,-112.15348300000001,"4340 W McDowell Rd, Ste 6",1.0,Phoenix,0
134,tvlHgHfBsmmNFbnFE06sgA,Sonic Drive-In,33.509028,-112.09276509999998,1537 W Camelback Rd,4.142857142857143,Phoenix,0
135,Lqp3uwGJU6CHyys-eerMmQ,La Tolteca Mexican Foods,33.45107,-112.055957,1205 E Van Buren St,3.954248366013072,Phoenix,0
136,Lv2V5KqRlCl7_S6LKWkGlg,Devil's Greens,33.4534741,-112.0711732,206 E Taylor St,3.2222222222222223,Phoenix,0
137,cOWXtCz7F9GQhPIks8gm6Q,SOLO Trattoria,33.5084566429,-112.02767165899999,"2501 E Camelback Rd, Ste 24",4.298507462686567,Phoenix,0
138,k1b-NDkUJezit4LHL0Q55A,Taco Bell,33.33595,-111.75707,1550 E Warner Rd.,3.6666666666666665,Gilbert,0
139,IY09uHwNvznCUDoFZ_su3A,Two Brothers Tap House and Brewery,33.4991113,-111.92579409999999,4321 N Scottsdale Rd,3.654054054054054,Scottsdale,0
140,7m1Oa1VYV98UUuo_6i0EZg,Paradise Valley Burger Company,33.639913492199994,-111.995703477,4001 E Bell Rd,4.419607843137255,Phoenix,1
141,Vg4fqLpVxISU9ErcFwQjNw,Gennaro's,33.2467202,-111.84087779999999,"4015 S Arizona Ave, Ste 1",3.2,Chandler,0
142,32IcpGM-x5rJoQ2UxcQiww,KC's Sushi and TV Bar,33.365570399999996,-111.7905611,848 N Gilbert Rd,3.0,Gilbert,0
143,TkXbFJtFCdM_WTLkHa6Erw,Panda Express,33.624578899999996,-111.9413789,"6501 E Greenway Pkwy, Ste 131",2.5,Scottsdale,0
144,QWonnnAnTQatTdAMCdacDA,Sonic Drive-In,33.624280799999994,-112.4271128,17181 W Greenway Rd,3.4,Surprise,0
145,6vNMmkttsHkW1THWiP50xg,Thai Basil Chandler,33.3048103,-111.9270642,"4929 W Chandler Blvd, Ste 8",3.627450980392157,Chandler,0
146,Xgz_NU2-wZWxQWXUFI4T2w,BEAT E's Ribs & More,33.3110787431,-111.84168566,478 N Arizona Ave,5.0,Chandler,0
147,IJrRJLKS7qxzzVUkh1U5iA,Tio Freddys Mexican Food-Jalapenos,33.509976,-112.17913300000001,5630 W Camelback Rd,4.333333333333333,Glendale,0
148,ySRaNkXgv0jmuT4HhmgSog,WisePies Pizza & Salad,33.4246118,-111.93478359999999,"521 S College Ave, Ste 110",3.857142857142857,Tempe,0
149,LcYrqMhUO_TITSXFk_SjJA,Sweet Tomatoes,33.6769879109,-111.976226221,"21001 North Tatum Blvd., #93",3.4782608695652173,Phoenix,0
150,iGvnkEz2efD9q-Z7ZcasWQ,Papa John's Pizza,33.4954365,-112.01978559999999,2836 E Indian School Rd,1.375,Phoenix,0
151,H-gllDEH0DHqE-HmzdHtKg,Jersey Mike's Subs,33.380021500000005,-111.9278632,4715 S Rural Rd,2.5454545454545454,Tempe,0
152,-voRkfS42YKYsrJ9DV0FxQ,Panda Express,33.378500800000005,-112.0286997,"2434 E Baseline Rd, Ste 101",2.5,Phoenix,0
153,Jpyh7MfaNysY3geXjhzqJQ,CHAR Pizzeria Napoletana,33.7115673,-112.27137090000001,"25101 N Lake Pleasant Pkwy, Ste 1325",4.059459459459459,Peoria,0
154,9hPqmpOpH-POC0D0nlix3A,Silver Mine Subs,33.3329516,-111.94728559999999,655 W Warner Rd,3.7142857142857144,Tempe,0
155,ZVtjS8Hvq2a6SxHxlehPGg,L'Amore Italian Restaurant,33.5308313643,-112.013368219,3159 E Lincoln Dr,4.377358490566038,Phoenix,0
156,sfGYIlU3ji6V3c0aWyny5A,Lim's Chinese Restaurant,33.494652,-112.22216759999999,7532 W Indian School Rd,4.166666666666667,Phoenix,0
157,ef28eNdWA3g7OMsnf_fbSA,Water Ice Cream & More,33.3775849,-111.94033970000001,33 W Baseline Rd,5.0,Tempe,0
158,yBkfQ4AZkjYUcZqi7cnrbA,Smashburger,33.2971056,-111.743951,"2904 S Santan Village Pkwy, Ste 104",3.3181818181818183,Gilbert,0
159,t_9dmtogyjAocFsNW1igag,Starbucks,33.378931300000005,-111.6873472,"6807 E Baseline Rd, Ste 101",2.8846153846153846,Mesa,0
160,qMJyOW1FdPOf8sli8DIq_A,Délice Bistro,33.4234132387,-111.940683119,690 S Mill Ave,3.5229885057471266,Tempe,0
161,4q6Kob6zvMoLq2pO-DtAPg,Cafe Nordstrom,33.5017764,-111.92915090000001,7055 E Camelback Rd,3.0,Scottsdale,0
162,oxv2UyI5yF6yawPU20tOxA,Old Town Tortilla Factory,33.49333060000001,-111.93210819999999,6910 E Main St,2.9133858267716537,Scottsdale,0
163,r_2-xafEtXp76fYUeQpF8A,Wendy's,33.3367952,-111.8063145,727 S Cooper Rd,2.4444444444444446,Gilbert,0
164,piHJq_NDrOh5SYk3AyQVOg,Chestnut Fine Foods & Provisions,33.5098255809,-111.987097553,"4350 E Camelback Rd, Bldg I-100",3.2478991596638656,Phoenix,0
165,TvDsoVbGEGtXBCaVcICKVA,Pub'n Grub,33.3638634,-111.8581176,"2815 S Alma School Rd, Ste 101",4.126984126984127,Mesa,0
166,Kq2fw7SAKOLOmiJyVCbeFA,Preston's Steakhouse,33.699168,-111.892549,"8700 E Pinnacle Peak Rd, Ste 115",4.027777777777778,Scottsdale,0
167,GmLkyWb_zYrTEp1SpWxHIA,Julia Baker Confections,33.5082687981,-112.03171564600001,"Biltmore Fashion Park, 2502 E Camelback, Ste 130",4.647887323943662,Phoenix,0
168,POvyRhl4VIZQTBRlZCb8cQ,Crazy Chicken & Crab,33.304491999999996,-111.87363700000002,1825 W Chandler Blvd,3.4074074074074074,Chandler,0
169,uUKkVTCN5_qzNo1YVXMnZA,Local Jonny's,33.8329817862,-111.95048812799999,6033 E Cave Creek Rd,4.4363636363636365,Cave Creek,0
170,4NfjvMzUG5rbkxtPg-8pkw,Panda Express,33.538635502199995,-112.048382247,"7000 16th St, Ste 100",2.3461538461538463,Phoenix,0
171,nwHd2MbIGz0SNG8GpFjekw,Los Taquitos,33.5395733,-112.04834601399999,7000 N 16th St,4.158682634730539,Phoenix,0
172,YWjfWHizWgHSsAPGfQChXw,Sonic Drive-In,33.3787187,-111.97966699999999,4740 Baseline Rd,2.0869565217391304,Phoenix,0
173,qgHx71_UAWHRySTPMaAJqw,Canyon 49 Grill,33.5123661,-112.1141992,5115 N 27th Ave,2.981132075471698,Phoenix,0
174,OMf69ePEdHXvaqAlCCI01A,Cibo E Vino,33.7988492973,-111.93098294100001,34522 N Scottsdale Rd,2.577777777777778,Scottsdale,0
175,VoJxPSgdVN8en44bLYEbHA,Binh Duong Quan,33.4134626757,-111.876013912,"66 S Dobson Rd, Ste 124",3.2,Mesa,0
176,oPZBmtQnESS5VAGl31knTw,Brooklyn Cafe,33.52447,-111.901147,8340 E McDonald Dr,4.5,Scottsdale,0
177,5thrJ65LxYTv8_d200uTbQ,Cafe 24/7,33.2891124,-111.9427994,1077 S Kyrene Rd,4.25,Chandler,0
